text,label,pisah_hashtag&kata
Aku mau siapian tanah pake Plastik bekas buat IKN,negative,Aku mau siapian tanah pake Plastik bekas buat IKN
Yg nolak kan punya kepentingan juga. Klo d batalkan pun dana udah kbuang percuma.. Jangan sampai tragedi candi hambalang terjadi lagi. LANJUTKAN IKN!!!!,negative,Yg nolak kan punya kepentingan juga. Klo d batalkan pun dana udah kbuang percuma.. Jangan sampai tragedi candi hambalang terjadi lagi. LANJUTKAN IKN!!!!
Islam khat Nusantara disingkat IKN,negative,Islam khat Nusantara disingkat IKN
"Sekarang para mafia IKN sedang mencari alternatif pendanaan dari pihak lain, meskipun dengan bunga tinggi. Yang penting lapak mereka laku, dan mereka dapat fee. 
Kedepannya listrik, pajak, tol, dan tarif lainnya akan melonjak, untuk bayar utang + bunga.",negative,"Sekarang para mafia IKN sedang mencari alternatif pendanaan dari pihak lain, meskipun dengan bunga tinggi. Yang penting lapak mereka laku, dan mereka dapat fee. 
Kedepannya listrik, pajak, tol, dan tarif lainnya akan melonjak, untuk bayar utang + bunga."
"Izinkan saya buat 1 cuitan lagi...
Tanah dan air yg digabung dalam kendi utk IKN tidak bisa dianalogikan dgn kain utk angkat Hajar Aswad...",negative,"Izinkan saya buat 1 cuitan lagi...
Tanah dan air yg digabung dalam kendi utk IKN tidak bisa dianalogikan dgn kain utk angkat Hajar Aswad..."
"#IKN_IkatanKlenikNusantara 

Calon ibukota baru republik Indonesia
@occultb0t
 

Ritual pagan sedang dan sudah berlangsung di sana",negative,"#IKN_Ikatan Klenik Nusantara 

Calon ibukota baru republik Indonesia
@occultb0t
 

Ritual pagan sedang dan sudah berlangsung di sana"
Camping nek IKN kira kira masake indomie goreng atau kuah ya,negative,Camping nek IKN kira kira masake indomie goreng atau kuah ya
"Islam tidak menentang budaya selama budaya itu tdk menyelisihi syariat..faham, yang namanya judul nya ritual di mana mana itu ada unsur magisnya ada campur tangan pihak ke 3 tujuanya memintah berkah,perlindungan dan pertolongan biar sukses bikin IKN tidak mengikuti syariat",negative,"Islam tidak menentang budaya selama budaya itu tdk menyelisihi syariat..faham, yang namanya judul nya ritual di mana mana itu ada unsur magisnya ada campur tangan pihak ke 3 tujuanya memintah berkah,perlindungan dan pertolongan biar sukses bikin IKN tidak mengikuti syariat"
"Di tengah krisis akibat pandemi seperti saat ini, sulit berharap investor mau masuk pada proyek raksasa seperti pembangunan IKN Nusantara. Di samping imbal hasil investasi yang tidak jelas, investor juga mencermati penyusunan UU IKN yang asal terabas. #Editorial #KoranTempo",negative,"Di tengah krisis akibat pandemi seperti saat ini, sulit berharap investor mau masuk pada proyek raksasa seperti pembangunan IKN Nusantara. Di samping imbal hasil investasi yang tidak jelas, investor juga mencermati penyusunan UU IKN yang asal terabas. #Editorial #Koran Tempo"
Baru tau IKN itu singkatan (Ibukota Kendi Negara),negative,Baru tau IKN itu singkatan (Ibukota Kendi Negara)
Tanam pohon satu tp ribuan pohon ditebang demi IKN,negative,Tanam pohon satu tp ribuan pohon ditebang demi IKN
"gub. NTB saja bawa tanah dari gunung tambora, nanti di IKN akan meletus hehe",negative,"gub. NTB saja bawa tanah dari gunung tambora, nanti di IKN akan meletus hehe"
"Baiknya juga tanah galian sumur resapan, agar IKN tidak melawan sunatullah.",negative,"Baiknya juga tanah galian sumur resapan, agar IKN tidak melawan sunatullah."
"Mungkin dapat wangsit setelah bertapa di IKN, pegimana jalan keluarnya agar migor melimpah dan bisa memenuhi hajad hidup emak emak.",negative,"Mungkin dapat wangsit setelah bertapa di IKN, pegimana jalan keluarnya agar migor melimpah dan bisa memenuhi hajad hidup emak emak."
Udah permah berhasil dg esemka n kendi.  Skrg lagi ikn n kendi .. demi 3 periode,negative,Udah permah berhasil dg esemka n kendi.  Skrg lagi ikn n kendi .. demi 3 periode
"IKN kota kendi
Kendi apa ya?
#LuhutBiangKerokPerusak",negative,"IKN kota kendi
Kendi apa ya?
#Luhut Biang Kerok Perusak"
"Tanah & Air disatukan dari seluruh Nusantara untuk IKN Nusantara. Ini sepertinya tanda, tanah air sedang digadai pada cukong Pilpres #suram",negative,"Tanah & Air disatukan dari seluruh Nusantara untuk IKN Nusantara. Ini sepertinya tanda, tanah air sedang digadai pada cukong Pilpres #suram"
"Deket IKN ada ibu2 meninggal antri migor tuh, malah ngumpulun tanah",negative,"Deket IKN ada ibu2 meninggal antri migor tuh, malah ngumpulun tanah"
"Sudah sering saya katakan, kalo ada lahan kosong itu tanam pohon, bukan tanam beton.
Babat hutan utk IKN dg konsep green city itu otaknya jalan atau tidak?
Kalo mau green ya hutan g usah dibabatlah!
Katanya insinyur kehutanan?",negative,"Sudah sering saya katakan, kalo ada lahan kosong itu tanam pohon, bukan tanam beton.
Babat hutan utk IKN dg konsep green city itu otaknya jalan atau tidak?
Kalo mau green ya hutan g usah dibabatlah!
Katanya insinyur kehutanan?"
"Kepala lu untuk rakyat, minyak goreng diurus duluan aja gak, semua dinaikan pajak nya  iya IKN kalau jadi sampai 2045 baru lu lihat untuk rakyat atau bukan. ( kalau lu masih hidup )",negative,"Kepala lu untuk rakyat, minyak goreng diurus duluan aja gak, semua dinaikan pajak nya  iya IKN kalau jadi sampai 2045 baru lu lihat untuk rakyat atau bukan. ( kalau lu masih hidup )"
Bangun IKN berharap investor  jangan lupa habis lebaran ini pikirkan dana haji,negative,Bangun IKN berharap investor  jangan lupa habis lebaran ini pikirkan dana haji
"Bapak duduk seharian, apa yg tersirat di benak bapak ??

Utang kemana utk bisa bangun IKN",negative,"Bapak duduk seharian, apa yg tersirat di benak bapak ??

Utang kemana utk bisa bangun IKN"
Semoga bisa 3 periode ya pak bisa di terusin tuh IKN nya ...klo cm 2 periode bisa g yaaaaaa,negative,Semoga bisa 3 periode ya pak bisa di terusin tuh IKN nya ...klo cm 2 periode bisa g yaaaaaa
"Negara qo ada ritual kendi, kacau amat ini IKN.",negative,"Negara qo ada ritual kendi, kacau amat ini IKN."
Kenapa saya menyamakan proyek IKN ini dgn proyek real estate skala besar ala2 urbanisme spekulatif - krn tujuan utama proyek ini adalah menarik investor agar mau membangun dan menjadi mesin pertumbuhan baru. Yg plg cepat saat ini bisa bikin valuasi ya real estat.,negative,Kenapa saya menyamakan proyek IKN ini dgn proyek real estate skala besar ala2 urbanisme spekulatif - krn tujuan utama proyek ini adalah menarik investor agar mau membangun dan menjadi mesin pertumbuhan baru. Yg plg cepat saat ini bisa bikin valuasi ya real estat.
Partai yg mendukung omnibuslaw dan IKN Wajib di boikot...,negative,Partai yg mendukung omnibuslaw dan IKN Wajib di boikot...
"Yang nyinyir soal acara di IKN tu cuma satu RT, tapi berisiknya nauzubillah",negative,"Yang nyinyir soal acara di IKN tu cuma satu RT, tapi berisiknya nauzubillah"
"lagian kemah kok pake dijaga segala, itu bukan kemah namanya..! tp gak apa2, biarkan saja dia berkemah, kl perlu sampai selesai pembangunan IKN..dan gak usah balik ke jakarta",negative,"lagian kemah kok pake dijaga segala, itu bukan kemah namanya..! tp gak apa2, biarkan saja dia berkemah, kl perlu sampai selesai pembangunan IKN..dan gak usah balik ke jakarta"
"Kena azab ""semua pejabat yang mengikuti kemah tertelan tanah IKN akibat gempa bumi"" amiiinnn ya allah",negative,"Kena azab ""semua pejabat yang mengikuti kemah tertelan tanah IKN akibat gempa bumi"" amiiinnn ya allah"
Institusi Klenik Nusantara #IKN,negative,Institusi Klenik Nusantara #IKN
"Lebih penting ngurusin kesejahteraan rakyat dari pada ngurus IKN pak,rakyat menjerit minyak goreng langka dan mahal,bahan pangan lainnya semakin meroket harganya.",negative,"Lebih penting ngurusin kesejahteraan rakyat dari pada ngurus IKN pak,rakyat menjerit minyak goreng langka dan mahal,bahan pangan lainnya semakin meroket harganya."
di situ aja terus pak sampe IKN selesai di bangun..!! gak usah balik lagi ke jakarta,negative,di situ aja terus pak sampe IKN selesai di bangun..!! gak usah balik lagi ke jakarta
"Pemilu diundur atau 3 periode, biar IKN terlaksana oleh pakde gitu?",negative,"Pemilu diundur atau 3 periode, biar IKN terlaksana oleh pakde gitu?"
"Setelah dukunnya membaca berita ini,  menurutnya bisa berbahaya krn bisa membawa bencana di ikn, xi xi xi xi",negative,"Setelah dukunnya membaca berita ini,  menurutnya bisa berbahaya krn bisa membawa bencana di ikn, xi xi xi xi"
ya allah kok ya presidenya sibuk ngurusi IKN yg belum jelas duitnya,negative,ya allah kok ya presidenya sibuk ngurusi IKN yg belum jelas duitnya
Penggugat UU IKN kecewa terhadap MK. Penggugat menilai MK lambat dalam memproses gugatan.,negative,Penggugat UU IKN kecewa terhadap MK. Penggugat menilai MK lambat dalam memproses gugatan.
"Soft Bank investor Jepang udh cabut dr proyek IKN, hayo jangan sampai investor Arab cabut juga gara2 pada main kendi2an di lokasi IKN yg msh ghoib",negative,"Soft Bank investor Jepang udh cabut dr proyek IKN, hayo jangan sampai investor Arab cabut juga gara2 pada main kendi2an di lokasi IKN yg msh ghoib"
Jadi hancur dan terbelakang seperti yg pimpin ritual IKN nya...,negative,Jadi hancur dan terbelakang seperti yg pimpin ritual IKN nya...
"Migor urus cok
Ambisi ikn aja yg kau kejar",negative,"Migor urus cok
Ambisi ikn aja yg kau kejar"
"Kejauhan ngomongnya.
Apalah artinya ada kota terbaik dunia kalau rakyat rebutan, antri, desak-desakan minyak goreng.
Pernyataan mu tak mengubah menjadi kepala IKN bos.....",negative,"Kejauhan ngomongnya.
Apalah artinya ada kota terbaik dunia kalau rakyat rebutan, antri, desak-desakan minyak goreng.
Pernyataan mu tak mengubah menjadi kepala IKN bos....."
"Gw juga kagak paham bang

#IKN_IkatanKlenikNusantara wkwkwk",negative,"Gw juga kagak paham bang

#IKN_Ikatan Klenik Nusantara wkwkwk"
Org niatny pdip gembar gmbor pindah ikn jg krn  gabisa geral d wilayah anis gmn ga gusar ini ikn d bawain paket,negative,Org niatny pdip gembar gmbor pindah ikn jg krn  gabisa geral d wilayah anis gmn ga gusar ini ikn d bawain paket
"Pemekaran provinsi lagi² mendesus ditengah kondisi sulit, terlebih bukan sesuatu yang pokok. Ibarat dunia dimana jutaan manusia dilahirkan sejak lama, lalu datang alien bernama Autobots dan Decepticon untuk menata ulang bumi, dan manusia melongo. #ikn",negative,"Pemekaran provinsi lagi² mendesus ditengah kondisi sulit, terlebih bukan sesuatu yang pokok. Ibarat dunia dimana jutaan manusia dilahirkan sejak lama, lalu datang alien bernama Autobots dan Decepticon untuk menata ulang bumi, dan manusia melongo. #ikn"
"Halah gue bingung sibuk amat Radikal radikul. Ini gimana IKN sapa yang mau biayain!?  soft bank  100 M USD aja mundur.. Apa mau di bebankan APBN? (Naikin Pajak) 
Belum lagi urusan minyak goreng , 
Belum urusan yang lainnya 

Ini bener bener  rejim carut marut",negative,"Halah gue bingung sibuk amat Radikal radikul. Ini gimana IKN sapa yang mau biayain!?  soft bank  100 M USD aja mundur.. Apa mau di bebankan APBN? (Naikin Pajak) 
Belum lagi urusan minyak goreng , 
Belum urusan yang lainnya 

Ini bener bener  rejim carut marut"
"Aku jadi takut ne...

Nanti IKN nya jadi goib lagi..kayak mobil SMK  yg 6000",negative,"Aku jadi takut ne...

Nanti IKN nya jadi goib lagi..kayak mobil SMK  yg 6000"
IKN macam jambore saja bagi para gubernur se Indonesia.,negative,IKN macam jambore saja bagi para gubernur se Indonesia.
Yang kemaren ngemis ngemis ke kadrun Arab siapa minta investasi di IKN kalo bukan kodok kodok yg lagi camping di IKN junjungan loe itu...bikin ibu kota ngemis ya sama kadrun....mikir..bong...cebong,negative,Yang kemaren ngemis ngemis ke kadrun Arab siapa minta investasi di IKN kalo bukan kodok kodok yg lagi camping di IKN junjungan loe itu...bikin ibu kota ngemis ya sama kadrun....mikir..bong...cebong
"Lagi termenung pak De nya
Gmn caranya mendapatkan Dana yang mau bangun IKN Nusantara disana 
Hehehehe
Klok migorengnya GK kepikiran.gk mikir rakyatnya . Gmn susahnya langka nya migoreng di pasaran",negative,"Lagi termenung pak De nya
Gmn caranya mendapatkan Dana yang mau bangun IKN Nusantara disana 
Hehehehe
Klok migorengnya GK kepikiran.gk mikir rakyatnya . Gmn susahnya langka nya migoreng di pasaran"
"Urus minyak goreng langka aja susah,, apalagi ikn ujung Nya nanti pakai APBN,maju hutangnya sengsara rakyat nya",negative,"Urus minyak goreng langka aja susah,, apalagi ikn ujung Nya nanti pakai APBN,maju hutangnya sengsara rakyat nya"
Jika mereka orang-orang yang paham akan UUD maka mereka selayaknya menjaga Alam. Jika memang terjadi IKN maka berapa puluh Hektare yang akan menjadi hunian dan hilangnya hutan negara,negative,Jika mereka orang-orang yang paham akan UUD maka mereka selayaknya menjaga Alam. Jika memang terjadi IKN maka berapa puluh Hektare yang akan menjadi hunian dan hilangnya hutan negara
"Cuma satu kalimat.
#IKN_IkatanKlenikNusantara",negative,"Cuma satu kalimat.
#IKN_Ikatan Klenik Nusantara"
kendi dibawa ke ikn aja jg jawasentris banget kalo menurut gw,negative,kendi dibawa ke ikn aja jg jawasentris banget kalo menurut gw
Minyak goreng urus mlah ngotot pindah IKN buat kpentingan siapa sih,negative,Minyak goreng urus mlah ngotot pindah IKN buat kpentingan siapa sih
"IKN... Men kenken, be sht? Ana setelah sht bbrp hr lidah tdk enak mengecap makanan...",negative,"IKN... Men kenken, be sht? Ana setelah sht bbrp hr lidah tdk enak mengecap makanan..."
"Urusan hutang sudah buat puyeng SE nkri, ini bangun ikn dari utang lagi!! laadalah..",negative,"Urusan hutang sudah buat puyeng SE nkri, ini bangun ikn dari utang lagi!! laadalah.."
Kalau masih ada yg mimpi membatalkan IKN lebih baik botakin kepala saja ya,negative,Kalau masih ada yg mimpi membatalkan IKN lebih baik botakin kepala saja ya
"Tujuan utama kegaduhan yg diciptakan: mulusnya proyek IKN, penundaan pemilu atau tambah periode berhasil kemudian minta seumur hidup hingga bisa jadi warisan buat anak.
Menurut surpei, permintaan rakyat, boneka ketua partai dan tuduhan radikal radikul.",negative,"Tujuan utama kegaduhan yg diciptakan: mulusnya proyek IKN, penundaan pemilu atau tambah periode berhasil kemudian minta seumur hidup hingga bisa jadi warisan buat anak.
Menurut surpei, permintaan rakyat, boneka ketua partai dan tuduhan radikal radikul."
Presiden dan Gubernur se-Indonesia lagi outing di IKN.,negative,Presiden dan Gubernur se-Indonesia lagi outing di IKN.
"Ntar ikn dijadiin tempat wisata horor aja, sekalian patung orang naik motor pindahin ke ikn juga",negative,"Ntar ikn dijadiin tempat wisata horor aja, sekalian patung orang naik motor pindahin ke ikn juga"
"Biarin aja tadz,lebih banyak Mudhoratnya proyek IKN ini, jadi biarin aja muga2 GK berhasil",negative,"Biarin aja tadz,lebih banyak Mudhoratnya proyek IKN ini, jadi biarin aja muga2 GK berhasil"
Soalnya bohirnya sedih gak bisa nitip fatwa lagi. Kalau dulu IKN pindah aja bisa dibuatkan fatwanya tergantung wani Piro,negative,Soalnya bohirnya sedih gak bisa nitip fatwa lagi. Kalau dulu IKN pindah aja bisa dibuatkan fatwanya tergantung wani Piro
Kalau rakyat Indonesia percaya dengan omongan wakil otoritas IKN berarti GOBLOK ya ke lewatan?,negative,Kalau rakyat Indonesia percaya dengan omongan wakil otoritas IKN berarti GOBLOK ya ke lewatan?
"Lagi abis liat komentar orang2 yang nyinyir karena menolak proyek IKN, shel",negative,"Lagi abis liat komentar orang2 yang nyinyir karena menolak proyek IKN, shel"
"Hahahaha masih siang ngimpi Mulu nih, ini ngibul yg terakhir ya jok,.buat bekal antum di Akherat Wkwkwk ,parah betul2 anjiirr ini presiden, IKN itu tidak akan ada yang baru, tetap Jakarta, punya duit kagak, banyak laga,BELAGU HAHAHAHA",negative,"Hahahaha masih siang ngimpi Mulu nih, ini ngibul yg terakhir ya jok,.buat bekal antum di Akherat Wkwkwk ,parah betul2 anjiirr ini presiden, IKN itu tidak akan ada yang baru, tetap Jakarta, punya duit kagak, banyak laga,BELAGU HAHAHAHA"
"Ayah, akankah pepohonan yang indah itu habis dengan adanya IKN?",negative,"Ayah, akankah pepohonan yang indah itu habis dengan adanya IKN?"
"Kira2 ada gk ya gubernur yg malas bawa air dan tanah, trus ambil air dan tanah nya di daerah terdekat IKN, kan bisa aja gubernur pemalas dan nakal. Bohongi diri sendiri.",negative,"Kira2 ada gk ya gubernur yg malas bawa air dan tanah, trus ambil air dan tanah nya di daerah terdekat IKN, kan bisa aja gubernur pemalas dan nakal. Bohongi diri sendiri."
"Percaya klenik2an utk IKN. Knp gak sekalian ngepet aja sik, buat bayar utang.",negative,"Percaya klenik2an utk IKN. Knp gak sekalian ngepet aja sik, buat bayar utang."
Yg satu sibuk dg persiapan IKN dan banyak lainnya sibuk rebutan 1L minyak goreng. Oh negaraku,negative,Yg satu sibuk dg persiapan IKN dan banyak lainnya sibuk rebutan 1L minyak goreng. Oh negaraku
"Saya jawa, murni jawa, bahkan nama saya juga jawa, Darmadi. Bagaimana mau dikatakan pembenci jawa?
IKN di tanah borneo, harusnya menggunakan kearifan lokal di borneo, bukan adat suku pulau lain dibawa bawa, mentang2 presidennya jawa.",negative,"Saya jawa, murni jawa, bahkan nama saya juga jawa, Darmadi. Bagaimana mau dikatakan pembenci jawa?
IKN di tanah borneo, harusnya menggunakan kearifan lokal di borneo, bukan adat suku pulau lain dibawa bawa, mentang2 presidennya jawa."
"HTI sebaiknya sibuk saja urus khilafah, kenapa sibuk komentari IKN??",negative,"HTI sebaiknya sibuk saja urus khilafah, kenapa sibuk komentari IKN??"
Kok aku ga nyaman banget ya baca berita Pak Jokowi persami bareng gubernur2 dan ritual di IKN...,negative,Kok aku ga nyaman banget ya baca berita Pak Jokowi persami bareng gubernur2 dan ritual di IKN...
"Yg d curigai tu tanah dan air yg dibawa wan Abud bin kecemplung got k IKN..jgn2 air yg d bawa wan Abud, tanah dn air dr proyek sumur resapan yg bermasalah , agar secara simbolis air dn tanah wan abud memancarkan ""energi negatif"" yg menggagalkan proyek IKN",negative,"Yg d curigai tu tanah dan air yg dibawa wan Abud bin kecemplung got k IKN..jgn2 air yg d bawa wan Abud, tanah dn air dr proyek sumur resapan yg bermasalah , agar secara simbolis air dn tanah wan abud memancarkan ""energi negatif"" yg menggagalkan proyek IKN"
Ntar IKN nya jadi ghaib kayak ESEMKA,negative,Ntar IKN nya jadi ghaib kayak ESEMKA
Temuan kpk bagi kavlingan di ikn,negative,Temuan kpk bagi kavlingan di ikn
"Pemindahan IKN tdak kuat pijakannya kaka, pemerintah harusnya berfikir tentang dampak yg di timbulkn baik internal mau eksternal. Mending fokus pada pengendalian ekonomi di tengah pandemi dn konflik yg bergejolak antara rusia dn ukraina.",negative,"Pemindahan IKN tdak kuat pijakannya kaka, pemerintah harusnya berfikir tentang dampak yg di timbulkn baik internal mau eksternal. Mending fokus pada pengendalian ekonomi di tengah pandemi dn konflik yg bergejolak antara rusia dn ukraina."
"Mungkin terlalu pusing mikirin perang.... Jd ngajak kemah rame-rame...
Kalau untuk IKN kayaknya jauh banget mikirnya",negative,"Mungkin terlalu pusing mikirin perang.... Jd ngajak kemah rame-rame...
Kalau untuk IKN kayaknya jauh banget mikirnya"
"Mereka memaksa untuk menunda pemilu demi IKN, khawatir klo ganti rezim sdh pasti proyek IKN ambyar Dan akan dilakukan audit, dgn audit akn ada yg memakai baju orange, proyek IKN imbas Dr proyek reklamasi yg gagal.",negative,"Mereka memaksa untuk menunda pemilu demi IKN, khawatir klo ganti rezim sdh pasti proyek IKN ambyar Dan akan dilakukan audit, dgn audit akn ada yg memakai baju orange, proyek IKN imbas Dr proyek reklamasi yg gagal."
"Indonesia akhir2 ini kenapa sih? Harga minyak dan barang kebutuhan pokok lainnya naik, PPN naik, pindahan IKN, logo halal diganti, pemilu ditunda, dan kekacauan lainnya.",negative,"Indonesia akhir2 ini kenapa sih? Harga minyak dan barang kebutuhan pokok lainnya naik, PPN naik, pindahan IKN, logo halal diganti, pemilu ditunda, dan kekacauan lainnya."
"PKM ribet bgt berasa project IKN, ehh tapi udh ketahuan ya projects IKN mah yg menag tender siapa XIXIXXIXI",negative,"PKM ribet bgt berasa project IKN, ehh tapi udh ketahuan ya projects IKN mah yg menag tender siapa XIXIXXIXI"
Kalo gua jadi Menag mahkluk macam kau udah kubuang di hutan IKN biar dimakan lelembut Sono.,negative,Kalo gua jadi Menag mahkluk macam kau udah kubuang di hutan IKN biar dimakan lelembut Sono.
"Anies menyerahkan Tanah kp Aquarium yg digusur si Ahok...secara simbolis, jgn sampai IKN bernasib sama...memarjinalkan penduduk miskin",negative,"Anies menyerahkan Tanah kp Aquarium yg digusur si Ahok...secara simbolis, jgn sampai IKN bernasib sama...memarjinalkan penduduk miskin"
siap2 jadi IKN umr terendah,negative,siap2 jadi IKN umr terendah
Sy sebagai warga masyarakat PPU menolak PPU jadi IKN,negative,Sy sebagai warga masyarakat PPU menolak PPU jadi IKN
"Maksudnya jika IKN ini gagal, itu adalah tanggungjawab bersama karena semua Gubernur ada di sini.",negative,"Maksudnya jika IKN ini gagal, itu adalah tanggungjawab bersama karena semua Gubernur ada di sini."
"Isi berita sih,cm sedikit.tanah akuarium ibarat zona merah,tanah aquarium yg di bawa ke ikn takut dampak spikokogis di ikn yg baru.oh ... Bgt ya.",negative,"Isi berita sih,cm sedikit.tanah akuarium ibarat zona merah,tanah aquarium yg di bawa ke ikn takut dampak spikokogis di ikn yg baru.oh ... Bgt ya."
"Mimpinya jadi pemimpin IKN pupus sudah...! 
Logikanya terbalik-balik itu om : Pembangunan Tak Marginalkan Rakyat Kecil ~ faktanya dia : Rakyat Kecil yg di Marginalkan...",negative,"Mimpinya jadi pemimpin IKN pupus sudah...! 
Logikanya terbalik-balik itu om : Pembangunan Tak Marginalkan Rakyat Kecil ~ faktanya dia : Rakyat Kecil yg di Marginalkan..."
"Anies membawa tanah ke IKN dr Kpg Aquarium yg digusur Ahok. Tapi, apa rakyat miskin Jkt sdh dilayani dg baik? Belum. Niat buruk dan nyindir IKN tapi nunjuk ke diri sendiri. Puluhan Gub2 lain membawa air, tanah ke IKN yg benar2 mewakili daerahnya, dg itikad baik & mulia.",negative,"Anies membawa tanah ke IKN dr Kpg Aquarium yg digusur Ahok. Tapi, apa rakyat miskin Jkt sdh dilayani dg baik? Belum. Niat buruk dan nyindir IKN tapi nunjuk ke diri sendiri. Puluhan Gub2 lain membawa air, tanah ke IKN yg benar2 mewakili daerahnya, dg itikad baik & mulia."
Jadi selama ini ga tahu kalo di indonesiain rakyat ngantri beli minyak goreng.. Ya salam.. Kemana aja pak? Sibuk ya ngurusi IKN... Cek cek cek,negative,Jadi selama ini ga tahu kalo di indonesiain rakyat ngantri beli minyak goreng.. Ya salam.. Kemana aja pak? Sibuk ya ngurusi IKN... Cek cek cek
Klo begitu mending kirim ke mari ajalah. Gw ga rela klo ikutan nyumbang buat IKN,negative,Klo begitu mending kirim ke mari ajalah. Gw ga rela klo ikutan nyumbang buat IKN
"Kepedulian kepada rakyat hanya no.2
IKN dulu yg mereka kedepankan
#BangsatBangsa",negative,"Kepedulian kepada rakyat hanya no.2
IKN dulu yg mereka kedepankan
#Bangsat Bangsa"
Tapi kok di tiru di solo dan ikn? Ha ha cebong IQ jongkok,negative,Tapi kok di tiru di solo dan ikn? Ha ha cebong IQ jongkok
Mosok utk tunjukkan ksriusan bagun IKN hrs dgn camping ? Ah. Itu agenda k 2 kalee                                Siapa tau agenda utamanya ( hiden agenda)  konsolidasi bahas perpanjangan jadi 3 priode. Bah...          Kada tau kah ikam ? ( ga tau kah anda),negative,Mosok utk tunjukkan ksriusan bagun IKN hrs dgn camping ? Ah. Itu agenda k 2 kalee                                Siapa tau agenda utamanya ( hiden agenda)  konsolidasi bahas perpanjangan jadi 3 priode. Bah...          Kada tau kah ikam ? ( ga tau kah anda)
Dari pada kumpulin tanah sama air.kumpulin dukun aja seluruh indonesia.potong kerbau 5 ekor kepalanya di tanem 4 penjuru dan tengah tengahnya ikn.hari gini masih klenik.,negative,Dari pada kumpulin tanah sama air.kumpulin dukun aja seluruh indonesia.potong kerbau 5 ekor kepalanya di tanem 4 penjuru dan tengah tengahnya ikn.hari gini masih klenik.
Pak dimana hati nurani bapak? Ada rakyat bapak mati krn antri minyak goreng. Ini malah bapak msh ngotot juga urus IKN. Mana yg lbh urgent pak minyak goreng yg lagi langka dan mahal sama IKN pak yg sama sekali gk dibutuhkan rakyat?,negative,Pak dimana hati nurani bapak? Ada rakyat bapak mati krn antri minyak goreng. Ini malah bapak msh ngotot juga urus IKN. Mana yg lbh urgent pak minyak goreng yg lagi langka dan mahal sama IKN pak yg sama sekali gk dibutuhkan rakyat?
Apakah IKN sudah menemui jalan buntu...?,negative,Apakah IKN sudah menemui jalan buntu...?
"Itu perkataan dri mana sumber nya.
Mpud..mpud..ngomong soal donat ja ga bisa koq ngomongin soal IKN",negative,"Itu perkataan dri mana sumber nya.
Mpud..mpud..ngomong soal donat ja ga bisa koq ngomongin soal IKN"
"Pak Anies knp ikutan ke IKN ya? 
Gak ngerti saya urgensinya apa ikutan kemah disana.",negative,"Pak Anies knp ikutan ke IKN ya? 
Gak ngerti saya urgensinya apa ikutan kemah disana."
"atap istana baru di IKN mengambil motif rumah adat minang, tak ada org jawa yg ribut. giliran logo halal indonesia mengambil motif jawa, sdh ada bebrp org minang yang ribut",negative,"atap istana baru di IKN mengambil motif rumah adat minang, tak ada org jawa yg ribut. giliran logo halal indonesia mengambil motif jawa, sdh ada bebrp org minang yang ribut"
"Tanggung amat pak, bawa tanah seuprit, 10 Dumtruck sekalian biar bisa nutupin bekas galian tambang di ikn",negative,"Tanggung amat pak, bawa tanah seuprit, 10 Dumtruck sekalian biar bisa nutupin bekas galian tambang di ikn"
"Tau² berita online IKN mukanya semua, cuman modal bawa tanah",negative,"Tau² berita online IKN mukanya semua, cuman modal bawa tanah"
Saya berharap IKN Batal.,negative,Saya berharap IKN Batal.
Pemimindahan ikn dalam kondisi negara saat ini bukan meninggalkan dki tapi meninggalkan akal sehat,negative,Pemimindahan ikn dalam kondisi negara saat ini bukan meninggalkan dki tapi meninggalkan akal sehat
"Bagaimana kalau Kalimantan dijadikan salah satu kawasan center ekonomi khusus, sehingga terjadi sebaran ekonomi yg signifikan dan hemat biaya dibanding pindah IKN.",negative,"Bagaimana kalau Kalimantan dijadikan salah satu kawasan center ekonomi khusus, sehingga terjadi sebaran ekonomi yg signifikan dan hemat biaya dibanding pindah IKN."
IKN : Ikatan Kendi Nasional…,negative,IKN : Ikatan Kendi Nasional…
Iyo buk... koyok esemka kui yo buk dadine ghoib... opo IKN melok ghoib yo buk...,negative,Iyo buk... koyok esemka kui yo buk dadine ghoib... opo IKN melok ghoib yo buk...
"Mardani sesekali KPK suruh selidiki tuh kelebihan bayar di DKI, ada juga ASN sudah mati gaji masih ngalir kemana tuh duitnya ? Percuma loe njijris soal IKN gak ngaruh buat aku.",negative,"Mardani sesekali KPK suruh selidiki tuh kelebihan bayar di DKI, ada juga ASN sudah mati gaji masih ngalir kemana tuh duitnya ? Percuma loe njijris soal IKN gak ngaruh buat aku."
"Ada2 aja ibukota dipindahkan,mang ada yg minat mengunjungi IKN..? Lokasinya aja ga menarik hahaha... Mnding ke papua sana pindah nya",negative,"Ada2 aja ibukota dipindahkan,mang ada yg minat mengunjungi IKN..? Lokasinya aja ga menarik hahaha... Mnding ke papua sana pindah nya"
Apa mungkin lagi minta NYI Roro Kidul investasi di IKN?,negative,Apa mungkin lagi minta NYI Roro Kidul investasi di IKN?
Coba survey pilih mana minyak goreng atau IKN…?,negative,Coba survey pilih mana minyak goreng atau IKN…?
