text,label
Pilihan bagus diatas kertas.  Semoga menjadi kenyataan dengan terbangunnya IKN yg super.  Jangan mau kalah oleh Putrajaya nya Malaysia,positive
Kalau ada org kalimantan yg bilang tidak mau IKN pindah kalimantan maka segera usir dari Kalimantan,positive
Semoga ulama2 kita berkumpul di IKN mendoakan agar lancar semuanya.,positive
"Siapa sj yg di tunjuk jd ikn..
Yg penting gg korupsi",positive
"Daripada bawa tanah ama aer, mending bawa teknologi masing-masing daerah untuk diterapkan di IKN Baru. 
@jokowi
 @ridwankamil
 @ganjarpranowo
 @KhofifahIP",positive
"IKN ada UU nya.

Hambalang?",positive
"Semoga pembangunan IKN lancar dan berhasil dengan baik, amiin",positive
"Lu bodoh, ga tau bahwa ada perencanaan sebelumnya. Pemindahan IKN itu udah ada sejak Bung Karno makanya Jokowi penuhi rencana tersebut. Paham lu.",positive
"Krn IKN di Kalimantan, bukannya kedaerahan, sy berharap ketuanya adlh putra dayak yg ahli, pandai, progresif memiliki sifat petarung handal. Tp semoga pilihan terakhir adlh yg terbaik.",positive
"Nilai filosofisnya. Menanam bibit kebaikan dr seluruh penjuru tanah air. Bhineka tunggal ika, berbeda tp satu jua. Dengan harapan kpd Tuhan yg maha esa, Indonesia dg IKN barunya menjadi ""BALDATUN THAYYIBUN WA RABBUN GHAFUR"".",positive
semoga amanah...sukses ikn,positive
"Terlalu sempit  cara berfikirnya manusia memang harus bermigrasi....mana bisa kita begini terus, IKN bagian dari pemerataan ekonomi...",positive
"Masa Hambalang MANGKRAK 
Mau disamakan dengan rencana pembanguan IKN 


Ibu 
@SisiwittFrida
 , otak masih WARAS ?",positive
"WIKA comeback anjg, rela2 in pegang, avg down, & ga cutloss even minus 20 %.

In IKN we trust",positive
Cuma satu yg saya suka dr acara presiden jokowi di IKN. Cara gaul Pak Basuki pakai topi dan kamera dilehernya. Menteri yg keren.,positive
"Selamat pak, semoga IKN dapat segera terwujud.",positive
Tetiba kepikir sesuatu. IKN ini bakal bikin pemerataan dalam banyak aspek ke Kalimantan sih. Pindah kesana aja po?,positive
gak sabar liat ikn kl udah 100% kebangun semua,positive
"Dari rumahku ke IKN, Pak Pres",positive
"Klu sy udh nyumbang untk ikn tiap bulan,karn sy doa kn yg terbaik untk+62",positive
kalau untuk IKN Gpp ...,positive
"Kenpa yg gak d undang ke IKN yg sewot yaaa.masih menjadi rakyatnya  presiden aja sewot nya nyundul langit..

Jagn jgn Iri karna GK d ajak k IKN.",positive
"Selamat mengemban amanah dan menjalankan tugas dalam membangun IKN yang inklusif, hijau, dan berkelanjutan.",positive
Alhamdulillah Ibu Kota Nusantara bukan dipimpin oleh Bapak. Semoga Pemimpin IKN nanti jauh lebih paham bagaimana membangun dan amanah. Aamiin.,positive
"Untuk diketahui aja, pembangunan IKN adalah "" RESET "" Dari sistem yang  sudah "" Hang""  selama ini, agar semua lancar kembali, ..... Selamat......",positive
Selamat sampai di Bumi Etam Kaltim pak..saya warga Kaltim yg berasal dari Boyolali semoga pak Ganjar bisa melanjutkan pembangunan IKN setelah Pak Jokowidodo,positive
Smg IKN slesai sblm 2024 agar tdk mjd mangkrak yg lbh bsr yaa,positive
"Cuma biar berdoa semoga IKN bukan proyek yg sia2 dan akan mangkrak.
Manfaatnya mgkn baru akan terasa puluhan tahun setelahnya.",positive
Hari cerah. Ideal rencana pemindahan IKN keluar dr Jakarta.,positive
"Alhamdulillah.
IKN Nusantara simbol kedaulatan Bangsa.",positive
"Saya sangat setuju 100% ,agar jokowi merampungkan infrastuktur, radikal,,ikn",positive
Wika dan ptpp semoga dapet proyek ikn,positive
"Mba 
@ChusnulCh__
  kan mutiara dari IKN suara kaltim",positive
Insya Allah.. Semoga IKN ini akan menjadi pemersatu rakyat di negara Republik Indonesia dan sekaligus pusat kesejahteraan rakyat di negara kita ini serta pusat kemajuan negara di seluruh Asia Tenggara.. Aamiin,positive
pangeran Arab Saudi aja malah berterima kasih ikut investasi ke ikn lah elo malah kejang2,positive
smg kepala otorita IKN bisa mengatur IKN menjadi lbh baik dan bikin makin maju,positive
Mantap untuk Brimob selamat bertugas di IKN,positive
"Kalau mereka bisa membaca pesan kisah pemasangan Batu Hajar Aswad ke Dinding Ka'bah oleh Rosululloh (sebelum kerosulannya) bersama kepala Qabilah2 Qurais yg berselisih dgn menggunakan media Kain, tentu mereka tidak akan melecehkan Ritual di IKN oleh Presiden.",positive
Kalau luasan di UU IKN spesifik banget sih kemungkinan karena sudah jelas mencakup konsesi lahan siapa aja...,positive
"Daripada berusaha menunda pemilu untuk memperpanjang jabatan Jokowi, lebih baik mereka itu berpikir dan berusaha menyiapkan siapa calon presiden berikutnya yg dapat melanjutkan proyek IKN. Ini kan inti pokoknya soal proyek IKN. Ketakutan jika presiden terpilih setop proyek tsb.",positive
Pengennya sih ke IKN wkwkw,positive
"Lu yg kacao tong..
Apa hubungannya kasus tsb dg presiden kemah di IKN.?? 
.
Kalo komen yg nyambung tong.",positive
Alasan mereka yg utama mengamankan proyek IKN oligarki,positive
Dukung pemerintah bangun IKN baru Nusantara keren banget,positive
"Setelah 2024, bapak kembali ke masyarakat aja atau jadi sekjen PBB, tidak perlu mikirin IKN terealisasi atau tidak",positive
"Alhamdulillah 33 Gubernur telah berkumpul di km 0 bersama pak Jokowi untuk acara mengawali IKN semoga dapat berjalan dengan baik ...
Dan yg bikin menarik adalah banyak KADRUN yg lagi kejang kejang dan semoga ga lama lagi KADRUN pada sekarat..",positive
"Aku suku jawa saja dukung
IKN apalagi dayak yg pulaunya dipakai IKN wajib.",positive
Kan bagi elu yg GOBLOG kalo ikn itu ga urgen. Tp bagi negara itu urgen nek. Elu ga bakal faham deh...,positive
"Bagi kalian yg menolak IKN dg berbagai alasan & argumen apapun, coba perhatikan kalimat berikut: 
""IKN dipindahkan ke Nusantara - Kalimantan, agar pembangunan lebih Indonesiasentris"".
Resapi kalimat tersebut baik2, lalu bandingkan dg alasan & argumen penolakan kalian.",positive
"Yg utama, IKN masih di NKRI dan budaya NKRI tetap terjaga! Para pendatang dn pemuja budaya timur Tengah, silahkan kalian ke timur Tengah, monggo!!!! NKRI dgn budayanya tetap beradaptasi tnp ada kalian!!!!",positive
Semoga IKN Nusantara lancar,positive
Menetap permanen... klo bisa jadi mandor IKN aja,positive
IKN mendapatkan banyak dukungan dari berbagai elemen,positive
Kalau bisa secepatnya para pendukung jokowi pada pindah ke IKN..,positive
Semoga proses pembangunan IKN Nusantara berjalan lancar,positive
Mau ke IKN,positive
"Setidaknya nama Penajam bisa dikenal ditingkat dunia. Situ gk mau banget nama lokal dipake, malah lbh bagus kalau gubernur IKN dipegang orang kalimantan. Situ risih banget ya kalo hrs mencerminkan Kalimantannya. Kasian banget hidup anda",positive
"om kuh baca berita terbaru lg deh skema ikn itu ga full apbn/pemerintah pusat tp ada dari swasta ,itu otomatis d jual ke pemrintah/penghuni baru nanti  jd intinya ini kerjasama bisnis pada dev bsd S*n*r m*s Group makannya wakil Kepala otorita nya dari dev tersebut paham kan?",positive
"Tanah dan Air Jawa Barat untuk IKN
Ridwan Kamil
Kang Emil
BersamaJuara",positive
Semoga dilancarkan dan tidak ada kendala dalam pembangunan ikn.,positive
"Selamat refresing pakde, sehat selalu, semoga bisa jumpan di IKN nusantara besok pagi, jaga kesehatan dan hati2 di jalan,",positive
"Nah kalo mengurangi macet, memang stlh gw pikir matang, solusi yg pas memang transmigrasi.

Project IKN itu mungkin akan jadi transmigrasi terbesar di Indo.

Dan bagusnya org2 mulai sadar, kerja di luar Jawa itu mangstab gapoknya. Transmigrasi mandiri lah org2 wkwk",positive
Moga banyak ruang terbuka hijau dibuat di IKN....& transportasi massal dibuat lebih baik,positive
Nolak IKN  makar kecil2an,positive
Kepercayaan yg tinggi dr banyak negara yg punya KEMAMPUAN utk investasi ke NKRI adlh bukti PERSONAL BRANDING PAK JOKOWI sbg Presiden. Momentum ini juga yg dipergunakan olh Pak Jokowi dlm membangun IKN. KEPERCAYAAN INTRNASIONAL ini ADALAH MOMENTUM YG TIDAK MUNGKIN DATANG 2X.,positive
"Ide Jokowi camping di IKN (barangkali) niatan awalnya untuk meyakinkan masyarakat bahwa ada tempat asri, nyaman dan harmonis di area IKN.  Mengilustrasikan konsep back to nature sebuah peradaban baru ibukota negara.",positive
Semua dukung IKN,positive
Semoga IKN dapat segera terwujud dengan baik dan lancar....aamiin aamiin aamiin ya Robbal alamin,positive
"2024  masih jauh bro …..
Masih 2,5 tahun lagi

Istana dan kantor pemerintah selesai 2023
Paling ngga pak Jokowi masih bisa berkantor 6 bulan.
Pokoke beliau yg pertama berkantor di IKN tsb.",positive
"Sedangkan untuk bangunan dan infrastruktur lainnya, pemerintah akan mencari sumber pendanaan lain untuk membangun IKN. ""Sehingga 80 persen KPBU (Kerjasama Pemerintah dan Badan Usaha), PPP (Public Private Partnership), maupun investasi langsung dari investor.",positive
Yg penting ikn lanjoot terusss...,positive
"Di kawasan IKN sebaiknya dibangun 2 gedung bertingkat yang identik dan kembar untuk perwakilan anggota PBB dan anggota Non Block.
Di masa akan datang saya yakin kantor PBB akan dipindahkan ke negara netral dimana Indonesia akan menjadi rujukan banyak negara. Juga untuk Non Block.",positive
Keren banget IKN baru,positive
"IKN punya dasar hukum kuat dg UU yg disetujui hampir semua wakil rakyat di DPR. Misal, investasi kurang, banyak bakal ex kantor kementerian yg nilai jual/sewa sangat tinggi, dibanding biaya bangun/sewa kantor di IKN. Apalagi,investasi bakal puluhan thn, artinya makin banyak laba.",positive
"Mantap bapak Presiden, lanjutkan pembangunan IKN",positive
Ikn baru Nusantara keren banget nih Amazing,positive
"pembangunan IKN Nusantara ini penting agar tercipta Indonesia sentris dan tak lagi Jawa sentris. 
@PlateJohnny
 @kemkominfo",positive
"Ada saatnya orang berbondong-bondong mengadu nasib di IKN, bukan lagi di Jakarta. Untuk saat ini, perspektif masyarakat masih terlalu sempit terhadap Kalimantan.",positive
"#TuandanPuan, untuk Kawasan Inti Pusat Pemerintahan akan menjadi kawasan hijau yang berfungsi sebagai sabuk hijau, koridor keanekaragaman hayati, hutan kota, kebun raya, riparian park dan ruang terbuka hijau lainnya.

#IKN #Nusantara #KSP",positive
"Semoga dapat mencapai visi Indonesia 2045, kota dunia untuk semua yang inklusif, hijau dan berkelanjutan.

Yuk kita dukung bersama untuk pembangunan Ibu Kota Nusantara ya Sob 

#IKN
#KotaDuniaUntukSemua
#ATRBPNKiniLebihBaik
#ATRBPNMajudanModern
#MelayaniProfesionalTerpercaya",positive
"Tidak masalah, yg utama luasan ikn cukup 50% dari luas DKI agar efektif dan biaya pembangunan tidak terlalu besar",positive
"Kepala IKN itu putra daerah, kan? Selamat ya.",positive
"sehingga tercipta dorongan nilai tambah ekonomi pada sektor non-tradisional pada berbagai wilayah non Jawa.

IKN Nusantara merupakan milestone Indonesia Maju 2045 yang ditopang dengan pembangunan Indonesia Sentris yang mendukung terciptakan pertumbuhan inklusif.",positive
"Setuju tunda pemilu, uangnya lebih baik bangun IKN.",positive
"Kemudian menyusul grup Lippo, Karawaci dan Cikarang.
Gading Serpong
Bintaro Jaya
Alam Sutera.
Mereka berlomba melengkapi fasilitas agar menjadi sebuah kota mandiri.
Belajar dari pengalaman mereka, maka dibangun IKN tentu dg skala lebih besar, lepas dari bayang-bayang ""kolonialis""",positive
"Alhamdulilah harga minyak goreng jadi murah ,,24000 seliter,,makasih pakde,,gara gara kemah di Ikn ,,parade moto GP.
Pakde isdebest.",positive
"Outo mendukung IKN nih,,coba klo dr china...waaahhh",positive
"IKN itu bukan wacana, tp resmi SUDAH diputuskan, kok msh mau aspirasinya diwadahi...? TNI Polri itu hierarki tegak lurus, bukan seperti sipil",positive
Pembiayaan IKN melalui APBN tidak ada masalah,positive
Mudah mudahan nanti abis kemah di IKN ada perbaikan..,positive
"Teratasi gimana, Pusat udh bantu tp tdk bisa menghilangkan banjir 100% 
Pemda harus kerja keras lg
Udh anda gk usah ngomong lagi gk usah ngomong IKN otak anda gk nyampe, orakmu sebatas ikut demo doang",positive
Presiden Jokowi juga menekankan percepatan pembentukan sekretariat sebagai mesin birokrasi di IKN Nusantara untuk membantu pelaksanaan tugas-tugas otorita. Kepala Negara juga meminta agar masyarakat daerah setempat dilibatkan dalam struktur Otorita IKN.,positive
"Ajak kami netijen camping jalan-jalan juga ke IKN, 
bukan hanya pejabat diiringi wartawan media. 
Agar kami bisa cerita tentang harumnya rumput dan beningnya embun di IKN, menghitung taburan bintang di atas langit Kalimantan, kicau burung dan suara serangga di Penajam,...",positive
"Gw si puas banget sama kinerja bapak jokowi. 
Bismillah Kepala Otorita IKN.",positive
"Nah ditambahi....intinya sumur resapan bukan solusi cepat dan efektif utk JKT. Utk IKN itu solusi....(agar tdk terlambat,termasuk gorong2 raksasa)",positive
IKN kita doakan sblm 2024 sdh slesai agar tdk lbh bsr mangkraknya,positive
Kepengen ikut kemah di IKN...,positive
"Kalau iya boleh jga, kan dia memang x menteri bappenas kan ya? yang ngurus IKN awal2.",positive
"Masalah pembangunan IKN kalau Sri Mulyani masih kasih lampu hijau berarti masih aman.  Terbukti angka PDB dan kekayaan negara makin naik, dan walaupun dihajar pandemi Corona 2 tahun tapi pertumbuhan ekonomi masih bisa diatas 3,5%. Artinya keuangan negara kita masih sehat gaes",positive
"Tujuannya untuk menjadikan wilayah IKN sebagai kawasan yang hijau, dimana Pemerintah menargetkan 75% kawasan IKN tetap mempertahankan keadaan hutan di sekeliling IKN.

#IKN #Nusantara #KSP",positive
Amiiin semoga pak presiden selalu dlm perlindungannya,positive
Ketika IKN disimbolkan dengan air dan tanah dari seluruh negeri.. Sepertinya ada saja yang kurang iklas...,positive
"Jawaban pertama, udah jelas mau pantau progress IKN. Tujuan ini jelas. 
Jawaban kedua, di kalender ada tuh tanggal merah alias libur, dan sebagai manusia juga pekerja, beliau butuh refreshing. Jawaban ini pun jelas. Bukan sesuatu yg aneh.",positive
"Ane kembali jelasin lagi yee...!

Pembangunan IKN menggunakan 20 persen Anggaran Pendapatan dan Belanja Negara (APBN) untuk membangun Kawasan Inti Pusat Pemerintahan (KIPP) di Otorita Ibu Kota Nusantara atau IKN. Kawasan inti tersebut antara lain gedung kementerian dan Istana.",positive
"RT 
@jokowi
: Persemaian Mentawir di Kab. Penajam Paser Utara ini  akan menghasilkan jutaan bibit untuk ditanam di lahan-lahan kritis di lokasi IKN. 

Jenis pohonnya, dari kayu nyatoh, meranti, gaharu, hingga jambu-jambuan yang kelak menarik hewan dan burung-burung ke habitatn…",positive
"Nggak apa2 mundur masih buanyak negara atau lembaga keuangan dunia yg mau ikut
Membangun IKN",positive
"Ketua Otorita IKN akan di lantik oleh Presiden RI tanggal 18 Maret 2022.
Jabatannya setingkat menteri dan hanya bertanggung jawab kepada Presiden.
Insya Allah orangnya Humble,kaya pengalaman/prestasi,bisa di andalkan dan baik hati.
Eaaa..gkgkgk",positive
Semoga pembangunan IKN berjalan lancar tanpa kendala yg berarati,positive
"Pembangunan nasional = pembangunan IKN, oke lah",positive
"Optimis Indonesia bisa semakin maju dengan pemindahan IKN.
@kemkominfo
 @PlateJohnny",positive
"Alhamdulilah, smoga duit dari Arab bisa mewujudkan IKN Nusantara #eehh",positive
"TITIP IKN, SAUDARA KU KALIMANTAN,",positive
"Point gue adalah dengan gambaran kedepan seberat ini, butuh kepala IKN yg tangguh dan bertipe petarung serta (kalau bisa) memiliki kreativitas hebat untuk menggali sumber² pembiayaan diluar APBN",positive
bangun ikn brsma kuli,positive
"Ya nggak mendadak berubah lah.. Kayak kita pindah rumah, perlu penyesuaian dan masa transisi. Dikira kalau IKN pindah serta merta pulau jawa sepi atau bagaimana?",positive
IKN Nusantara menjadi sebuah peradaban baru  Indonesia  Hebat,positive
Byk tu yg mana? Siapa? Ada datanya gak? Cb di survey dl kemudian berikan datanya. Krn pembahasan IKN sdh lama dan disetujui oleh pemerintah dan DPR.,positive
Utk IKN Nusantara,positive
"Mudah2an Opung dan Pak 
@jokowi
  bisa mentertibkan barisan buzzerp nya. Klo misalnya terdengar sampai ke telinga pangeran MBS. Investasi IKN yakin bakalan batal.",positive
"Betul..lagian jakarta kan bukan ibukota lagi, di kalimantan juga bagus berinvestasi, aman dan adem,jauh dari demo2..sebentar lagi IKN Nusantara mulai dikebut dibangun, bakal bnyk proyek pembangunan di kalimantan,khususnya kaltim..",positive
Alhamdulillah...semoga tanah IKN diberkahi sehingga membawa kemajuan negara dan bangsa serta kemakmuran penduduknya...,positive
Semoga proses pembangunan IKN Nusantara berjalan aman dan lancar..,positive
"Kita semua harus kompak mendukung pembangunan IKN demi  kebersamaan dalam membangun Indonesia yang lebih maju, sejahtera dan Rukun serta Damai selamanya",positive
"JOKOWI: PEMBANGUNAN IKN DIAWALI DENGAN REHABILITASI HUTAN
#JOKOWI #IKN #NUSANTARA #NASIONAL",positive
Ngikuti ritual nang IkN seru,positive
"Andrinof mengkritisi sejumlah pihak yang beralasan belum mendapatkan naskah akademik sehingga menyalahkan berbagai aspek dalam pemindahan IKN sehingga kemudian beropini yang tak dilandasi dengan data yang cukup dan keliru.

𝗝𝗼𝗸𝗼𝘄𝗶 𝗚𝗮𝘀 𝗣𝗼𝗹 𝗜𝗻𝗳𝗿𝗮𝘀𝘁𝗿𝘂𝗸𝘁𝘂𝗿",positive
"terkait PNS yg harus ke IKN, para politikus dan kaum pragmatis g usah digorenh goreng ke ranah politik. Bagi PNS yg enggan pindah ya secara jantan mengundurkan diri. malu dengan sumpah jabatan",positive
"Duh IKN mesti dikebut nih,,,",positive
"harus di laksanaan
#IbukotaNegara
#SemangatNusantara
#IKN",positive
"Loe kira Arab Saudi ga untung, dikira Arab Saudi investasi di IKN gratis hahaaah geblek nmnya orang invest itu nyari untung",positive
"Bambang dipercaya ridwan kamil berhasil memimpin IKN
BersamaJuara",positive
"Dan guna mendapat masukan dari pakar dan peserta dialog. 
Dialog juga telah dilakukan dg para tokoh perwakilan dr provinsi2 yg ada di Kalimantan. 

Semoga membuka mata kita bhwa pemindahan IKN sdh melalui proses dialog yg panjang dg semua kalangan.",positive
"gw dukung jokowi jualan IKN ke arab,

syaratnya buzzer laknat kaya eluh dkk eluh yg doya rasis kearab2an, kadrun, sama sering hina ulama diberangusss

jijik gw, duitnya mau, tapi hina2 kerab2an jalan terus",positive
Kalau IKN sudah diputuskan tentunya asn dan tni polri tunduk kepada keputusan tsb. Ini bukan bicara demokrasi atau nurani. Apa kalau prajurit menolak dikirim ke medan laga itu dibenarkan? Banyak yg komennya asbun tetapi tidak punya dasar. Lihat dulu konteksnya.,positive
"Ridwan Kamil mendukung pembangunan IKN

BersamaJuara",positive
"In Syaa Allah pembangunan IKN Nusantara adalah keputusan terbaik presiden saat ini dsn saya yakin banget bakal membawa kemajuan Indonesia dimasa yang akan datang, semoga pembangunan IKN lancar dapat selesai sesuai rencana dan Indonesia maju dikendalikan dari Nusantara...",positive
IKN hebat,positive
"Ayo dukung pembangunan IKN untuk indonesia lebih maju #IbukotaNegara
#IKN
#SemangatNusantara",positive
Kita dukung IKN untuk pemerataan ekonomi,positive
"Moga cb ikn taun ini sukses besar, aamiin...",positive
"harus segera di mudah
#IbukotaNegara
#SemangatNusantara
#IKN",positive
"orang ritual itu cuma perlambang kesatuan NKRI ko....kenapa mereka jd repot. kaya saya mis yg orang sunda, merasa senang krn tanah sunda ada di IKN, begitu juga daerah lain...",positive
"“Sebagai bagian yang penting dari sistem pertahanan dan keamanan, Brimob yang profesional dan modern, selain dilengkapi dengan Alpalkam modern juga akan bertempat di beberapa spot strategis IKN,” lanjutnya.
@Suharso_M
  @Jiwamudaindo",positive
"Wacana pindah IKN sdh ada dr era Soekarno - Soeharto. Bahkan IKN pernah di pindah ke Jogjakarta (Darurat).

Enggak ada yg d langgar. 
Konstitusi dlm UUD 1945 tdk terdapat point/ pasal larangan pindah IKN.",positive
"Untuk menciptakan Ibu Kota Nusantara menjadi sumbu perekonomian dan pembangunan nasional , menkominfo 
@PlateJohnny
 gencar menjajaki kolaborasi dengan banyak pihak agar teknologi 5G diterapkan di IKN.",positive
"Maju Kotanya Bahagia Warganya.
Buat gebuk program IKN",positive
"Anda benar cara Islam tidak begitu, INDONESIA bukan NGR AGAMA, RITUAL yg dilakukan di IKN baru adaLah slh satu KEARIFAN lokal yg sdh lama ada disini.",positive
Pemerintah telah memikirkan secara matang konsep pemindahan IKN dan kesejahteraan rakyat Indonesia. dengan Pemeindahan IKN akan terjadi lompatan besar untuk kemajuan Indonesia. selain itu agar pertumbuhan ekonomi dan penduduk tidak tersentral di Jawa saja,positive
Mantap ...moga IKN gak mangkrak ya,positive
"IKN Nusantara untuk indonesia maju #IbukotaNegara
#SemangatNusantara",positive
"spesies² gobloq macam lu dan gerombolan lu kan ga setuju IKN ?
sok menyayangkan segala 

sa ae pler trenggiling",positive
"Wehhh dari gunung tidar. 
Alhamdulillah bumi bumi jawa merestui untuk IKN",positive
"Ben, knp Jokowi berani? Krn Jokowi presiden! pemerintah tdk seperti agama semua apa kata ulama! Kalau pemerintah pekerjaan di-bagi2 sesuai tugas masing2. IKN sdh ada ngurusi, sama dg TNI sdh punya tugas sendiri! Jadi kalau ada yg ngurusi di luar wewenangnya ditegur oleh presiden!",positive
"Ini kan baru permulaan loh pak... Klo ada multitafsir terkait pesan yg ingin disampaikan Pak Jokowi terkait kegiatannya di titik nol kilometer IKN saya kira itu hal yang wajar... 
Yang pasti, mari sama2 kita dukung kebijakan Pak Jokowi untuk membangun IKN...",positive
Polri berperan altif dlm membangun konsep IKN,positive
"RT 
@jokowi
: Dalam diskusi selama sejam lebih, delegasi PEA yang antara lain Menteri Energi dan Infrastruktur PEA Suhail Mohammed Al Mazroei, menyampaikan kesiapan pemerintah PEA untuk berinvestasi dalam pembangunan Ibu Kota Negara (IKN) Nusantara.",positive
Klo Pakde yg eksekusi saya optimis IKN gak akn mangkrak,positive
IKN untuk indonesia yang lebih baik,positive
"Kalau nggak setuju, sebaiknya JANGAN BERKANTOR di IKN dong???",positive
kalau IKN pindah ke Kalimantan jadi bingung dong mereka?,positive
"hati2 ngomong. itu pertemuan para tokoh agama dan tokoh agama dengan presiden Jokowi di IKN. Cova perhatikan di foto itu, mana ada gentong...",positive
"Penyatuan tanah dan air ini adlh simbol kebinekaan dan persatuan Indonesia. 

Bentuk tekad manunggal antara pemerintah pusat dan daerah, TNI, Polri, swasta, dan seluruh masyarakat mendukung pembangunan IKN ini, sangat membantu agar yg kita cita-citakan ini segera terwujud.",positive
Slmt pak smg dimudahkan dlm membangun IKN,positive
Semoga proses pembangunan IKN berjalan lancar,positive
Memang ank muda harus mendukung IKN dan punya kontribusi di IKN nantinya,positive
Jangan kaitkan rencana proyek IKN dengan Pemilu 2024 yang sudah duluan di jadwalkan ..,positive
Bentar lagi pas IKN udah jadi,positive
"Menurut Ridwan Kamil bawa tanah & air dari 27 wilayah Jabar ke IKN, Utk menyimbolkan bahwa tanah & air dari Jabar Tsb bersatu Dng tanah di IKN Kaltim",positive
Doaku buat ikn : semoga lancar utk kebaikan bangsa ini kedepannya,positive
"""Kami bersama Kementerian Perencanaan Pembangunan Nasional/Bappenas, Kementerian Keuangan, dan instansi terkait lainnya tengah intens one-on-one bersama kementerian/lembaga yang masuk dalam klaster I prioritas untuk pindah ke IKN tahun 2024 yang akan datang,""",positive
"Kita semua pasti maklum dengan kondisi tsb, karena IKN masih baru ditetapkan pasti infra struktur sedang dalam proses. Ya pingin ketawa aja lihat berita seperti ini.",positive
"ojo mundur pak dhe, sebelum kemah di IKN yoooo...",positive
Saya berharap bisa pindah ke IKN. Kalau jadi,positive
"Sebagai abdi negara mengapa masih ribut masalah kepindahan IKN, bukankah ikrar kita siap ditempatkan di manapun...kalau ada pendaftaran, saya ikut ya..",positive
"Pak Presiden, tolong nanti di IKN Nusantara dibangun satu universitas besar sekelas Harvard dan MIT. Kalau boleh pembangunannya bersamaan dengan istana negara dan rumah sakit internasionalnya.",positive
"Artinya sudah bener itu pemindahan ikn, lanjut! Cat. Yg satu itu gelap mata dan hati, otak juga jarang dipake hi hi hi",positive
"Sekarang tugas para relawan adalah mencari sosok penerus spt pak Presiden yg sudah sangat banyak membangun buat negeri ini supaya berkelanjutan , terutama terkait dengan IKN , kami rakyat mau melihat pembangunan lebih merata di seluruh Indonesia",positive
"Tahap 1 (2022-2024) saat era Presiden Jokowi, insya Allah tdk mengalami mangkrak krn keseriusan Presiden Jokowi membangun IKN tahap I",positive
Kalau umat islam kumpulkan ulama kyai habaib minta doanya dan berzhikir insyaallah IKN nya berkah dn terlaksana.,positive
Semoga pemimpin negeri berkemah dititik Nol IKN aman tidak masalah  dan mendapat petunjuk yg baik dari Tuhan yg maha  kuasa maha tahu untuk kebaikan keberkahan kemulyaam  kejayaaan  adil dan makmur Nusantara Khususnya semua warga dan rakyat indonesia tetcinta,positive
"Buka lowongan PNS aja di IKN, pasti pada antri bejibun pada daftar",positive
Bukan musyrik tapi budaya anggap lah bahwa air dan tanah yg di kumpulkan itu bagian show agar exposure IKN jadi tinggi bersama juara,positive
"udah....tinggal di hunting aja....itu kalimat ""monyet"" nya itu kok disambungin dgn sejarah, sejarah yg mana...? saya serahkan kepada pribumi yg saat ini IKN  berada....monggo ...",positive
"Wooyy.....
Itu bukan ritual,cuma menghargai warisan,jelas beda sama yg di IKN.
Masak gitu saja gak paham...???
Teeakk beerr...!!!

Dah mirip blm?",positive
Semoga dgn ritual simbolik ni..pembangunan IKN bisa sukses dn seluruh gubernur bsa lbh konsekuen menjalankan tugasnya sesuai konstitusi sbg wujud tanggung kpd Mendagri yg notabene pembantu Presiden. Seluruh kebijakan pemerintah pusat utk daerah bisa berjalan lancar,positive
"#RT 
@jokowi
: Terima kasih kepada seluruh gubernur, lembaga tinggi negara, MPR RI, DPR RI, DPD RI, MA, MK, BPK, Komisi Yudisial dan seluruh komponen masyarakat atas dukungannya untuk pembangunan IKN. 

Semoga Allah SWT memberikan kemudahan dan kelancaran untuk upaya kita memb…",positive
"Kereeen IKN si ritual dengan budaya Nusantara, asli budaya negri ini...dengan simbolik penyatuan tanah dan air seluruh negri...jayalah Indonesia ku",positive
Ini org mancing di air keruk.ikn sudah kesepakatan eksekutif dan legislatif.,positive
Saya dukung IKN,positive
"Gak ada yg nanya pak,mau Kesana kek,mau kemana kek....yg Pasti IKN jelas di Kalimantan....#Uuuraaaa",positive
"Pelantikan ini menandai babak baru penyelenggaraan kegiatan persiapan, pembangunan, dan pemindahan Ibu Kota Negara (IKN) yang akan dilaksanakan Pemerintah Daerah Khusus Ibu Kota Nusantara yang selanjutnya disebut sebagai Otorita Ibu Kota Nusantara.",positive
"Pemilu harus di tunda, kalo tidak IKN akan jadi Hambalang jilid dua",positive
"Kepindahan ibukota tdk mungkin memikirkan kepentingan satu dua org. Ga akan selesai"", ada pihak yg dirugikan itu sdh terpikirkan dan bukan kendala yg prinsip. Menurut sy tdk sulit mencari karyawan yg mau kerja di IKN baru",positive
"Hanya Pembenci Jokowi aj yang mengatakan Jokowi Gagal, karna Beliau tidak ada celah buat para Koruptor selain itu mega infrastruktur yang dibangunnya memberikan dampak positif bagi masyarakat sehingga beliau sangat dicintai. IKN Adalah Tranformasi Bangsa Menuju Indonesia Maju.",positive
Prosesi kendi ini benar benar memiliki arti yang mendalam dengan menyatukan tanah dan air dari segala penjuru nusantara ke IKN kita yang baru.,positive
Sukses pembangunan IKN,positive
"Sudah terlalu lama pembangunan di negara ini hanya terfokus di pulau jawa yg dikenal dengan istilah Jawa Sentris. 

Kini , dengan pemindahan IKN akan menjadi pembangunan di segala bidang terfokus pada Indonesia Sentris.",positive
Bagus kan dari dunia arab dan dunia timur bersatu membangun IKN,positive
"Ridwan Kamil mendukung pembangunan IKN 

BersamaJuara",positive
