Unnamed: 0,text_tweet,pisah_hashtag&kata,text_cleaning,text_normalisasi,tweet_tokens,polarity_score,polarity,positive_words,negative_words
653,IKN Nusantara dipastikan tetap aman saat momen libur Lebaran 2024 #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/1hN6eqqm3F,IKN Nusantara dipastikan tetap aman saat momen libur Lebaran 2024 #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/1hN6eqqm3F,ikn nusantara dipastikan tetap aman saat momen libur lebaran  ibu kota negara iknnusantara pindah ibu kota,ibu kota negara nusantara dipastikan tetap aman saat momen libur lebaran  ibu kota negara ibu kota negara nusantara pindah ibu kota,"['ibu', 'kota', 'negara', 'nusantara', 'dipastikan', 'tetap', 'aman', 'saat', 'momen', 'libur', 'lebaran', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']",0,neutral,"[('tetap', 3), ('libur', 3), ('pindah', 1)]","[('kota', -1), ('kota', -1), ('kota', -1), ('pindah', -3), ('kota', -1)]"
808,@meraaahputiiih Bebagai lapiran elemen masyarakat harus mendukung proses pemindahan Ibu Kota Negara ke Kalimantan #PindahIbuKota,@meraaahputiiih Bebagai lapiran elemen masyarakat harus mendukung proses pemindahan Ibu Kota Negara ke Kalimantan #Pindah Ibu Kota,bebagai lapiran elemen masyarakat harus mendukung proses pemindahan ibu kota negara ke kalimantan pindah ibu kota,bebagai lapiran elemen masyarakat harus mendukung proses pemindahan ibu kota negara ke kalimantan pindah ibu kota,"['bebagai', 'lapiran', 'elemen', 'masyarakat', 'harus', 'mendukung', 'proses', 'pemindahan', 'ibu', 'kota', 'negara', 'ke', 'kalimantan', 'pindah', 'ibu', 'kota']",-8,negative,"[('proses', 1), ('pindah', 1)]","[('harus', -5), ('kota', -1), ('pindah', -3), ('kota', -1)]"
482,Pemerintah sedang merancang pemindahan aparatur sipil negara (ASN) ke Ibu Kota Nusantara (IKN). Kendati membutuhkan sebanyak 11.916 pada tahap pertama tapi tidak serta merta angka tersebut menjadi rujukan pemerintah untuk memindahkan ASN ke IKN. https://t.co/bZglJwjFiG,Pemerintah sedang merancang pemindahan aparatur sipil negara (ASN) ke Ibu Kota Nusantara (IKN). Kendati membutuhkan sebanyak 11.916 pada tahap pertama tapi tidak serta merta angka tersebut menjadi rujukan pemerintah untuk memindahkan ASN ke IKN. https://t.co/bZglJwjFiG,pemerintah sedang merancang pemindahan aparatur sipil negara asn ke ibu kota nusantara ikn kendati membutuhkan sebanyak  pada tahap pertama tapi tidak serta merta angka tersebut menjadi rujukan pemerintah untuk memindahkan asn ke ikn,pemerintah sedang merancang pemindahan aparatur sipil negara asn ke ibu kota nusantara ibu kota negara kendati membutuhkan sebanyak  pada tahap pertama tapi tidak serta merta angka tersebut menjadi rujukan pemerintah untuk memindahkan asn ke ibu kota negara,"['pemerintah', 'sedang', 'merancang', 'pemindahan', 'aparatur', 'sipil', 'negara', 'asn', 'ke', 'ibu', 'kota', 'nusantara', 'ibu', 'kota', 'negara', 'kendati', 'membutuhkan', 'sebanyak', 'pada', 'tahap', 'pertama', 'tapi', 'tidak', 'serta', 'merta', 'angka', 'tersebut', 'menjadi', 'rujukan', 'pemerintah', 'untuk', 'memindahkan', 'asn', 'ke', 'ibu', 'kota', 'negara']",-16,negative,"[('serta', 2), ('memindahkan', 1)]","[('kota', -1), ('kota', -1), ('kendati', -3), ('pada', -3), ('tidak', -5), ('memindahkan', -5), ('kota', -1)]"
445,@jokowi IKN itu aslinya cuma lahan bisnis berkedok Ibu Kota Negara.,@jokowi IKN itu aslinya cuma lahan bisnis berkedok Ibu Kota Negara.,ikn itu aslinya cuma lahan bisnis berkedok ibu kota negara,ibu kota negara itu aslinya cuma lahan bisnis berkedok ibu kota negara,"['ibu', 'kota', 'negara', 'itu', 'aslinya', 'cuma', 'lahan', 'bisnis', 'berkedok', 'ibu', 'kota', 'negara']",-4,negative,"[('bisnis', 3)]","[('kota', -1), ('itu', -2), ('cuma', -3), ('kota', -1)]"
199,@IKNnusantaraID Semoga pembangunan IKN dilancarkan dipermudah sampai selesai nanti menjadi peradaban baru masa depan baru bagi Indonesia dan dunia #IbuKotaNegara,@IKNnusantaraID Semoga pembangunan IKN dilancarkan dipermudah sampai selesai nanti menjadi peradaban baru masa depan baru bagi Indonesia dan dunia #Ibu Kota Negara,semoga pembangunan ikn dilancarkan dipermudah sampai selesai nanti menjadi peradaban baru masa depan baru bagi indonesia dan dunia ibu kota negara,semoga pembangunan ibu kota negara dilancarkan dipermudah sampai selesai nanti menjadi peradaban baru masa depan baru bagi indonesia dan dunia ibu kota negara,"['semoga', 'pembangunan', 'ibu', 'kota', 'negara', 'dilancarkan', 'dipermudah', 'sampai', 'selesai', 'nanti', 'menjadi', 'peradaban', 'baru', 'masa', 'depan', 'baru', 'bagi', 'indonesia', 'dan', 'dunia', 'ibu', 'kota', 'negara']",-11,negative,"[('sampai', 2), ('selesai', 2), ('bagi', 2), ('dunia', 1)]","[('kota', -1), ('sampai', -4), ('selesai', -4), ('nanti', -2), ('bagi', -4), ('dunia', -2), ('kota', -1)]"
500,Pemindahan ASN Ke IKN Dilakukan Bertahap: Pemindahan Aparatur Sipil Negara (ASN) ke Ibu Kota Nusantara (IKN) dilakukan secara bertahap. https://t.co/bIsT5DSuIJ,Pemindahan ASN Ke IKN Dilakukan Bertahap: Pemindahan Aparatur Sipil Negara (ASN) ke Ibu Kota Nusantara (IKN) dilakukan secara bertahap. https://t.co/bIsT5DSuIJ,pemindahan asn ke ikn dilakukan bertahap pemindahan aparatur sipil negara asn ke ibu kota nusantara ikn dilakukan secara bertahap,pemindahan asn ke ibu kota negara dilakukan bertahap pemindahan aparatur sipil negara asn ke ibu kota nusantara ibu kota negara dilakukan secara bertahap,"['pemindahan', 'asn', 'ke', 'ibu', 'kota', 'negara', 'dilakukan', 'bertahap', 'pemindahan', 'aparatur', 'sipil', 'negara', 'asn', 'ke', 'ibu', 'kota', 'nusantara', 'ibu', 'kota', 'negara', 'dilakukan', 'secara', 'bertahap']",-3,negative,[],"[('kota', -1), ('kota', -1), ('kota', -1)]"
904,Menteri Kesehatan Budi Gunadi Sadikin membutuhkan 23.200 formasi Calon Aparatur Sipil Negara (CASN) 2024. Sekitar 1.000 posisi akan ditempatkan di Ibu Kota Negara (IKN) Nusantara. https://t.co/QBN57dR6Gv,Menteri Kesehatan Budi Gunadi Sadikin membutuhkan 23.200 formasi Calon Aparatur Sipil Negara (CASN) 2024. Sekitar 1.000 posisi akan ditempatkan di Ibu Kota Negara (IKN) Nusantara. https://t.co/QBN57dR6Gv,menteri kesehatan budi gunadi sadikin membutuhkan  formasi calon aparatur sipil negara casn  sekitar  posisi akan ditempatkan di ibu kota negara ikn nusantara,menteri kesehatan budi gunadi sadikin membutuhkan  formasi calon aparatur sipil negara casn  sekitar  posisi akan ditempatkan di ibu kota negara ibu kota negara nusantara,"['menteri', 'kesehatan', 'budi', 'gunadi', 'sadikin', 'membutuhkan', 'formasi', 'calon', 'aparatur', 'sipil', 'negara', 'casn', 'sekitar', 'posisi', 'akan', 'ditempatkan', 'di', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara']",1,positive,"[('formasi', 3)]","[('kota', -1), ('kota', -1)]"
107,AHY sebut Sejumlah Pilihan Pembebasan 2.086 Hektar Lahan di IKN Kaltim yang Masih Bermasalah #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur https://t.co/y4PoitZFHd lewat @tribunkaltim,AHY sebut Sejumlah Pilihan Pembebasan 2.086 Hektar Lahan di IKN Kaltim yang Masih Bermasalah #IKN #IKNNusantara #Ibu Kota Negara #Ibu Kota Nusantara #Kaltim #Kalimantan Timur https://t.co/y4PoitZFHd lewat @tribunkaltim,ahy sebut sejumlah pilihan pembebasan  hektar lahan di ikn kaltim yang masih bermasalah ikn iknnusantara ibu kota negara ibu kota nusantara kaltim kalimantan timur lewat,ahy sebut sejumlah pilihan pembebasan  hektar lahan di ibu kota negara kaltim yang masih bermasalah ibu kota negara ibu kota negara nusantara ibu kota negara ibu kota nusantara kaltim kalimantan timur lewat,"['ahy', 'sebut', 'sejumlah', 'pilihan', 'pembebasan', 'hektar', 'lahan', 'di', 'ibu', 'kota', 'negara', 'kaltim', 'yang', 'masih', 'bermasalah', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'nusantara', 'kaltim', 'kalimantan', 'timur', 'lewat']",-8,negative,"[('pilihan', 5), ('lewat', 2)]","[('kota', -1), ('yang', -5), ('kota', -1), ('kota', -1), ('kota', -1), ('kota', -1), ('lewat', -5)]"
218,Inovasi berbasis teknologi: Langkah strategis untuk mewujudkan kota-kota pintar di Indonesia. #IbuKotaNegara #IKNNusantara #PindahIbuKota kOREA #ASIANCUPU23 #TIMNASU23 SHIN TAE YONG #AFCU23AsianCup2024 BUNG TOWEL WASITNYA WITCHCRAFT https://t.co/VQCIbIYkjc,Inovasi berbasis teknologi: Langkah strategis untuk mewujudkan kota-kota pintar di Indonesia. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota kOREA #ASIANCUPU23 #TIMNASU23 SHIN TAE YONG #AFCU23Asian Cup2024 BUNG TOWEL WASITNYA WITCHCRAFT https://t.co/VQCIbIYkjc,inovasi berbasis teknologi langkah strategis untuk mewujudkan kota-kota pintar di indonesia ibu kota negara iknnusantara pindah ibu kota korea asiancupu timnasu shin tae yong afcuasian cup bung towel wasitnya witchcraft,inovasi berbasis teknologi langkah strategis untuk mewujudkan kota-kota pintar di indonesia ibu kota negara ibu kota negara nusantara pindah ibu kota korea asiancupu timnasu shin tae yong afcuasian cup bung towel wasitnya witchcraft,"['inovasi', 'berbasis', 'teknologi', 'langkah', 'strategis', 'untuk', 'mewujudkan', 'kota-kota', 'pintar', 'di', 'indonesia', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota', 'korea', 'asiancupu', 'timnasu', 'shin', 'tae', 'yong', 'afcuasian', 'cup', 'bung', 'towel', 'wasitnya', 'witchcraft']",-4,negative,"[('inovasi', 4), ('langkah', 4), ('pindah', 1)]","[('mewujudkan', -3), ('kota', -1), ('kota', -1), ('pindah', -3), ('kota', -1), ('tae', -4)]"
420,@abangbelneg Kami warga Jambi mendukung pembangunan IKN Nusantara #IbuKotaNegara,@abangbelneg Kami warga Jambi mendukung pembangunan IKN Nusantara #Ibu Kota Negara,kami warga jambi mendukung pembangunan ikn nusantara ibu kota negara,kami warga jambi mendukung pembangunan ibu kota negara nusantara ibu kota negara,"['kami', 'warga', 'jambi', 'mendukung', 'pembangunan', 'ibu', 'kota', 'negara', 'nusantara', 'ibu', 'kota', 'negara']",-2,negative,[],"[('kota', -1), ('kota', -1)]"
174,Rektor Unhan RI Pimpin Upacara Pengantaran Satgas Latsitarda Kadet Mahasiswa Unhan RI di Ibu Kota Negara (IKN) Kalimantan Timur TA. 2024 https://t.co/XdIBpkfSjT https://t.co/8zJbdNnPRb,Rektor Unhan RI Pimpin Upacara Pengantaran Satgas Latsitarda Kadet Mahasiswa Unhan RI di Ibu Kota Negara (IKN) Kalimantan Timur TA. 2024 https://t.co/XdIBpkfSjT https://t.co/8zJbdNnPRb,rektor unhan ri pimpin upacara pengantaran satgas latsitarda kadet mahasiswa unhan ri di ibu kota negara ikn kalimantan timur ta,rektor unhan republik indonesia pimpin upacara pengantaran satgas latsitarda kadet mahasiswa unhan republik indonesia di ibu kota negara ibu kota negara kalimantan timur ta,"['rektor', 'unhan', 'republik', 'indonesia', 'pimpin', 'upacara', 'pengantaran', 'satgas', 'latsitarda', 'kadet', 'mahasiswa', 'unhan', 'republik', 'indonesia', 'di', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'kalimantan', 'timur', 'ta']",-5,negative,[],"[('kota', -1), ('kota', -1), ('ta', -3)]"
894,Landasan pacu Bandara VVIP IKN bisa mengakomodir pesawat besar #IbukotaNegara #IKNNusantara #PindahIbuKota Tuku Fore IPHONE 11 GRATIS Licha Giring Akmal Sahur eSIM Tidur https://t.co/QiesFadEwM,Landasan pacu Bandara VVIP IKN bisa mengakomodir pesawat besar #Ibukota Negara #IKNNusantara #Pindah Ibu Kota Tuku Fore IPHONE 11 GRATIS Licha Giring Akmal Sahur eSIM Tidur https://t.co/QiesFadEwM,landasan pacu bandara vvip ikn bisa mengakomodir pesawat besar ibukota negara iknnusantara pindah ibu kota tuku fore iphone  gratis licha giring akmal sahur esim tidur,landasan pacu bandara vvip ibu kota negara bisa mengakomodir pesawat besar ibu kota negara ibu kota negara nusantara pindah ibu kota tuku fore iphone  gratis licha giring akmal sahur esim tidur,"['landasan', 'pacu', 'bandara', 'vvip', 'ibu', 'kota', 'negara', 'bisa', 'mengakomodir', 'pesawat', 'besar', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota', 'tuku', 'fore', 'iphone', 'gratis', 'licha', 'giring', 'akmal', 'sahur', 'esim', 'tidur']",-3,negative,"[('besar', 4), ('pindah', 1), ('gratis', 4), ('tidur', 3)]","[('kota', -1), ('pesawat', -3), ('besar', -2), ('kota', -1), ('kota', -1), ('pindah', -3), ('kota', -1), ('tidur', -3)]"
518,HGB 160 tahun/190 tahun bebas pajak 30 thn diskon pajak 350% itu sama artinya kehilangan Ibu Kota Negara DKI dan IKN. Bisa beli properti di IKN tanpa tunjukkan NPWP itu artinya pemerintah mendorong maraknya Tindak Pidana Pencucian Uang #MakzulkanKacungRRC #MakzulkanKacungRRC https://t.co/4FGVuCOmOl,HGB 160 tahun/190 tahun bebas pajak 30 thn diskon pajak 350% itu sama artinya kehilangan Ibu Kota Negara DKI dan IKN. Bisa beli properti di IKN tanpa tunjukkan NPWP itu artinya pemerintah mendorong maraknya Tindak Pidana Pencucian Uang #Makzulkan Kacung RRC #Makzulkan Kacung RRC https://t.co/4FGVuCOmOl,hgb  tahun tahun bebas pajak  thn diskon pajak  itu sama artinya kehilangan ibu kota negara dki dan ikn bisa beli properti di ikn tanpa tunjukkan npwp itu artinya pemerintah mendorong maraknya tindak pidana pencucian uang makzulkan kacung rrc makzulkan kacung rrc,hgb  tahun tahun bebas pajak  tahun diskon pajak  itu sama artinya kehilangan ibu kota negara dki dan ibu kota negara bisa beli properti di ibu kota negara tanpa tunjukkan npwp itu artinya pemerintah mendorong maraknya tindak pidana pencucian uang makzulkan kacung rrc makzulkan kacung rrc,"['hgb', 'tahun', 'tahun', 'bebas', 'pajak', 'tahun', 'diskon', 'pajak', 'itu', 'sama', 'artinya', 'kehilangan', 'ibu', 'kota', 'negara', 'dki', 'dan', 'ibu', 'kota', 'negara', 'bisa', 'beli', 'properti', 'di', 'ibu', 'kota', 'negara', 'tanpa', 'tunjukkan', 'npwp', 'itu', 'artinya', 'pemerintah', 'mendorong', 'maraknya', 'tindak', 'pidana', 'pencucian', 'uang', 'makzulkan', 'kacung', 'rrc', 'makzulkan', 'kacung', 'rrc']",-21,negative,"[('diskon', 2), ('sama', 3), ('beli', 2)]","[('bebas', -4), ('pajak', -3), ('pajak', -3), ('itu', -2), ('kehilangan', -4), ('kota', -1), ('kota', -1), ('beli', -3), ('kota', -1), ('itu', -2), ('mendorong', -4)]"
453,Menteri Pendaya Gunaan Aparatur Negara dan Reformasi Birokrasi Abdullah Azwar Anas memastikan para ASN akan mulai pindah secara bertahap ke Ibu Kota Negara pada bulan September mendatang. https://t.co/ns6OyEQkD6 https://t.co/FkujPG4lxZ,Menteri Pendaya Gunaan Aparatur Negara dan Reformasi Birokrasi Abdullah Azwar Anas memastikan para ASN akan mulai pindah secara bertahap ke Ibu Kota Negara pada bulan September mendatang. https://t.co/ns6OyEQkD6 https://t.co/FkujPG4lxZ,menteri pendaya gunaan aparatur negara dan reformasi birokrasi abdullah azwar anas memastikan para asn akan mulai pindah secara bertahap ke ibu kota negara pada bulan september mendatang,menteri pendaya gunaan aparatur negara dan reformasi birokrasi abdullah azwar anas memastikan para asn akan mulai pindah secara bertahap ke ibu kota negara pada bulan september mendatang,"['menteri', 'pendaya', 'gunaan', 'aparatur', 'negara', 'dan', 'reformasi', 'birokrasi', 'abdullah', 'azwar', 'anas', 'memastikan', 'para', 'asn', 'akan', 'mulai', 'pindah', 'secara', 'bertahap', 'ke', 'ibu', 'kota', 'negara', 'pada', 'bulan', 'september', 'mendatang']",-4,negative,"[('para', 2), ('mulai', 1), ('pindah', 1)]","[('pindah', -3), ('kota', -1), ('pada', -3), ('bulan', -1)]"
928,iseng nyelem di wp setelah sekian lama trs nemu story yg ml nya konsultan ekonomi kerajaan negara sebelah fl nya artis ibu kota ,iseng nyelem di wp setelah sekian lama trs nemu story yg ml nya konsultan ekonomi kerajaan negara sebelah fl nya artis ibu kota ,iseng nyelem di wp setelah sekian lama trs nemu story yg ml nya konsultan ekonomi kerajaan negara sebelah fl nya artis ibu kota,iseng nyelem di wp setelah sekian lama terus nemu story yang ml nya konsultan ekonomi kerajaan negara sebelah fl nya artis ibu kota,"['iseng', 'nyelem', 'di', 'wp', 'setelah', 'sekian', 'lama', 'terus', 'nemu', 'story', 'yang', 'ml', 'nya', 'konsultan', 'ekonomi', 'kerajaan', 'negara', 'sebelah', 'fl', 'nya', 'artis', 'ibu', 'kota']",-20,negative,"[('artis', 2)]","[('iseng', -3), ('lama', -4), ('nemu', -2), ('yang', -5), ('kerajaan', -3), ('sebelah', -4), ('kota', -1)]"
39,@IKNnusantaraID Kami warga Bengkulu mendukung pemindahan Ibu Kota negara,@IKNnusantaraID Kami warga Bengkulu mendukung pemindahan Ibu Kota negara,kami warga bengkulu mendukung pemindahan ibu kota negara,kami warga bengkulu mendukung pemindahan ibu kota negara,"['kami', 'warga', 'bengkulu', 'mendukung', 'pemindahan', 'ibu', 'kota', 'negara']",-1,negative,[],"[('kota', -1)]"
706,@youthful_mediaa Kalimantan Timur akan menjadi pusat seni dan budaya yang hidup #IbuKotaNegara,@youthful_mediaa Kalimantan Timur akan menjadi pusat seni dan budaya yang hidup #Ibu Kota Negara,kalimantan timur akan menjadi pusat seni dan budaya yang hidup ibu kota negara,kalimantan timur akan menjadi pusat seni dan budaya yang hidup ibu kota negara,"['kalimantan', 'timur', 'akan', 'menjadi', 'pusat', 'seni', 'dan', 'budaya', 'yang', 'hidup', 'ibu', 'kota', 'negara']",-8,negative,"[('pusat', 3), ('seni', 1), ('hidup', 2)]","[('seni', -4), ('yang', -5), ('hidup', -4), ('kota', -1)]"
946,𝗣𝗲𝗿𝗽𝗶𝗻𝗱𝗮𝗵𝗮𝗻 𝗜𝗞𝗡 𝗯𝗮𝘄𝗮 𝗯𝗮𝗻𝘆𝗮𝗸 𝗱𝗮𝗺𝗽𝗮𝗸 𝗻𝗲𝗴𝗮𝘁𝗶𝗳? Akhir-akhir ini pemindahan Ibu Kota Negara (IKN) ke Nusantara menjadi topik hangat di media sosial. Banyak sekali pro dan kontra terkait rencana ini. https://t.co/fN6J7WE2FA,𝗣𝗲𝗿𝗽𝗶𝗻𝗱𝗮𝗵𝗮𝗻 𝗜𝗞𝗡 𝗯𝗮𝘄𝗮 𝗯𝗮𝗻𝘆𝗮𝗸 𝗱𝗮𝗺𝗽𝗮𝗸 𝗻𝗲𝗴𝗮𝘁𝗶𝗳? Akhir-akhir ini pemindahan Ibu Kota Negara (IKN) ke Nusantara menjadi topik hangat di media sosial. Banyak sekali pro dan kontra terkait rencana ini. https://t.co/fN6J7WE2FA,perpindahan ikn bawa banyak dampak negatif akhir-akhir ini pemindahan ibu kota negara ikn ke nusantara menjadi topik hangat di media sosial banyak sekali pro dan kontra terkait rencana ini,perpindahan ibu kota negara bawa banyak dampak negatif akhir-akhir ini pemindahan ibu kota negara ibu kota negara ke nusantara menjadi topik hangat di media sosial banyak sekali profesional dan kontra terkait rencana ini,"['perpindahan', 'ibu', 'kota', 'negara', 'bawa', 'banyak', 'dampak', 'negatif', 'akhir-akhir', 'ini', 'pemindahan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'ke', 'nusantara', 'menjadi', 'topik', 'hangat', 'di', 'media', 'sosial', 'banyak', 'sekali', 'profesional', 'dan', 'kontra', 'terkait', 'rencana', 'ini']",-9,negative,"[('bawa', 1), ('banyak', 3), ('hangat', 4), ('sosial', 4), ('banyak', 3), ('rencana', 2)]","[('kota', -1), ('bawa', -3), ('banyak', -3), ('dampak', -3), ('kota', -1), ('kota', -1), ('hangat', -3), ('banyak', -3), ('sekali', -1), ('terkait', -3), ('rencana', -4)]"
351,@meraaahputiiih Pertumbuhan ekonomi regional bawa efek positif pada industri #IbuKotaNegara,@meraaahputiiih Pertumbuhan ekonomi regional bawa efek positif pada industri #Ibu Kota Negara,pertumbuhan ekonomi regional bawa efek positif pada industri ibu kota negara,pertumbuhan ekonomi regional bawa efek positif pada industri ibu kota negara,"['pertumbuhan', 'ekonomi', 'regional', 'bawa', 'efek', 'positif', 'pada', 'industri', 'ibu', 'kota', 'negara']",1,positive,"[('bawa', 1), ('efek', 3), ('positif', 4)]","[('bawa', -3), ('pada', -3), ('kota', -1)]"
66,@meraaahputiiih Proyek IKN Nusantara akan menciptakan lapangan kerja yang signifikan di Indonesia. #IbuKotaNegara,@meraaahputiiih Proyek IKN Nusantara akan menciptakan lapangan kerja yang signifikan di Indonesia. #Ibu Kota Negara,proyek ikn nusantara akan menciptakan lapangan kerja yang signifikan di indonesia ibu kota negara,proyek ibu kota negara nusantara akan menciptakan lapangan kerja yang signifikan di indonesia ibu kota negara,"['proyek', 'ibu', 'kota', 'negara', 'nusantara', 'akan', 'menciptakan', 'lapangan', 'kerja', 'yang', 'signifikan', 'di', 'indonesia', 'ibu', 'kota', 'negara']",-2,negative,"[('lapangan', 3), ('kerja', 2)]","[('kota', -1), ('yang', -5), ('kota', -1)]"
277,Nggak cuma sekadar perayaan biasa buat rayakan World Book Day UNESCO tiap tahunnya menunjuk World Book Capital atau ibu kota negara buat laksanakan program Hari Buku Sedunia. Nah nantinya kota tersebut ditugaskan buat promosikan buku dan membaca,Nggak cuma sekadar perayaan biasa buat rayakan World Book Day UNESCO tiap tahunnya menunjuk World Book Capital atau ibu kota negara buat laksanakan program Hari Buku Sedunia. Nah nantinya kota tersebut ditugaskan buat promosikan buku dan membaca,nggak cuma sekadar perayaan biasa buat rayakan world book day unesco tiap tahunnya menunjuk world book capital atau ibu kota negara buat laksanakan program hari buku sedunia nah nantinya kota tersebut ditugaskan buat promosikan buku dan membaca,tidak cuma sekadar perayaan biasa buat rayakan world book day unesco tiap tahunnya menunjuk world book kapital atau ibu kota negara buat laksanakan program hari buku sedunia nah nantinya kota tersebut ditugaskan buat promosikan buku dan membaca,"['tidak', 'cuma', 'sekadar', 'perayaan', 'biasa', 'buat', 'rayakan', 'world', 'book', 'day', 'unesco', 'tiap', 'tahunnya', 'menunjuk', 'world', 'book', 'kapital', 'atau', 'ibu', 'kota', 'negara', 'buat', 'laksanakan', 'program', 'hari', 'buku', 'sedunia', 'nah', 'nantinya', 'kota', 'tersebut', 'ditugaskan', 'buat', 'promosikan', 'buku', 'dan', 'membaca']",-8,negative,"[('biasa', 2), ('buat', 1), ('buat', 1), ('buat', 1), ('membaca', 4)]","[('tidak', -5), ('cuma', -3), ('sekadar', -3), ('biasa', -4), ('kota', -1), ('kota', -1)]"
67,@meraaahputiiih Kami warga Banda Aceh mendukung pembangunan IKN Nusantara #IbuKotaNegara,@meraaahputiiih Kami warga Banda Aceh mendukung pembangunan IKN Nusantara #Ibu Kota Negara,kami warga banda aceh mendukung pembangunan ikn nusantara ibu kota negara,kami warga banda aceh mendukung pembangunan ibu kota negara nusantara ibu kota negara,"['kami', 'warga', 'banda', 'aceh', 'mendukung', 'pembangunan', 'ibu', 'kota', 'negara', 'nusantara', 'ibu', 'kota', 'negara']",-2,negative,[],"[('kota', -1), ('kota', -1)]"
905,Jadi ibu kota negara itu beban. Kini beban itu beralih ke Kalimantan sebuah kehormatan besar tanggung jawab &amp; tantangan bagi rakyat Borneo. Untuk ibu kota lama semoga dengan perpindahan ini bisa tetap berkembang menjadi lebih baik lagi. Terima kasih Jakarta. ,Jadi ibu kota negara itu beban. Kini beban itu beralih ke Kalimantan sebuah kehormatan besar tanggung jawab &amp; tantangan bagi rakyat Borneo. Untuk ibu kota lama semoga dengan perpindahan ini bisa tetap berkembang menjadi lebih baik lagi. Terima kasih Jakarta. ,jadi ibu kota negara itu beban kini beban itu beralih ke kalimantan sebuah kehormatan besar tanggung jawab amp tantangan bagi rakyat borneo untuk ibu kota lama semoga dengan perpindahan ini bisa tetap berkembang menjadi lebih baik lagi terima kasih jakarta,jadi ibu kota negara itu beban kini beban itu beralih ke kalimantan sebuah kehormatan besar tanggung jawab amp tantangan bagi rakyat borneo untuk ibu kota lama semoga dengan perpindahan ini bisa tetap berkembang menjadi lebih baik lagi terima kasih jakarta,"['jadi', 'ibu', 'kota', 'negara', 'itu', 'beban', 'kini', 'beban', 'itu', 'beralih', 'ke', 'kalimantan', 'sebuah', 'kehormatan', 'besar', 'tanggung', 'jawab', 'amp', 'tantangan', 'bagi', 'rakyat', 'borneo', 'untuk', 'ibu', 'kota', 'lama', 'semoga', 'dengan', 'perpindahan', 'ini', 'bisa', 'tetap', 'berkembang', 'menjadi', 'lebih', 'baik', 'lagi', 'terima', 'kasih', 'jakarta']",-14,negative,"[('jadi', 1), ('kini', 3), ('kehormatan', 5), ('besar', 4), ('jawab', 3), ('bagi', 2), ('tetap', 3), ('lebih', 1), ('baik', 3), ('terima', 2), ('kasih', 2)]","[('jadi', -2), ('kota', -1), ('itu', -2), ('beban', -5), ('beban', -5), ('itu', -2), ('beralih', -3), ('besar', -2), ('tanggung', -2), ('jawab', -5), ('bagi', -4), ('kota', -1), ('lama', -4), ('baik', -1), ('lagi', -3), ('kasih', -1)]"
732,@youthful_mediaa IKN lebih dari sebuah kota namun harapan dan masa depan Indonesia ada di sana #IbuKotaNegara,@youthful_mediaa IKN lebih dari sebuah kota namun harapan dan masa depan Indonesia ada di sana #Ibu Kota Negara,ikn lebih dari sebuah kota namun harapan dan masa depan indonesia ada di sana ibu kota negara,ibu kota negara lebih dari sebuah kota namun harapan dan masa depan indonesia ada di sana ibu kota negara,"['ibu', 'kota', 'negara', 'lebih', 'dari', 'sebuah', 'kota', 'namun', 'harapan', 'dan', 'masa', 'depan', 'indonesia', 'ada', 'di', 'sana', 'ibu', 'kota', 'negara']",-4,negative,"[('lebih', 1), ('ada', 4)]","[('kota', -1), ('dari', -3), ('kota', -1), ('ada', -3), ('kota', -1)]"
816,Udah ga punya ibu kota ga punya presiden negara auto pilot njir,Udah ga punya ibu kota ga punya presiden negara auto pilot njir,udah ga punya ibu kota ga punya presiden negara auto pilot njir,sudah tidak punya ibu kota tidak punya presiden negara auto pilot njir,"['sudah', 'tidak', 'punya', 'ibu', 'kota', 'tidak', 'punya', 'presiden', 'negara', 'auto', 'pilot', 'njir']",-4,negative,"[('sudah', 3), ('punya', 3), ('punya', 3), ('presiden', 3)]","[('sudah', -2), ('tidak', -5), ('kota', -1), ('tidak', -5), ('njir', -3)]"
