Unnamed: 0,text_tweet,pisah_hashtag&kata,text_cleaning,text_normalisasi,tweet_tokens,tweet_tokens_WSW,polarity_score,polarity,positive_words,negative_words
453,Menteri Pendaya Gunaan Aparatur Negara dan Reformasi Birokrasi Abdullah Azwar Anas memastikan para ASN akan mulai pindah secara bertahap ke Ibu Kota Negara pada bulan September mendatang. https://t.co/ns6OyEQkD6 https://t.co/FkujPG4lxZ,Menteri Pendaya Gunaan Aparatur Negara dan Reformasi Birokrasi Abdullah Azwar Anas memastikan para ASN akan mulai pindah secara bertahap ke Ibu Kota Negara pada bulan September mendatang. https://t.co/ns6OyEQkD6 https://t.co/FkujPG4lxZ,menteri pendaya gunaan aparatur negara dan reformasi birokrasi abdullah azwar anas memastikan para asn akan mulai pindah secara bertahap ke ibu kota negara pada bulan september mendatang,menteri pendaya gunaan aparatur negara dan reformasi birokrasi abdullah azwar anas memastikan para asn akan mulai pindah secara bertahap ke ibu kota negara pada bulan september mendatang,"['menteri', 'pendaya', 'gunaan', 'aparatur', 'negara', 'dan', 'reformasi', 'birokrasi', 'abdullah', 'azwar', 'anas', 'memastikan', 'para', 'asn', 'akan', 'mulai', 'pindah', 'secara', 'bertahap', 'ke', 'ibu', 'kota', 'negara', 'pada', 'bulan', 'september', 'mendatang']","['menteri', 'pendaya', 'gunaan', 'aparatur', 'negara', 'reformasi', 'birokrasi', 'abdullah', 'azwar', 'anas', 'asn', 'pindah', 'bertahap', 'kota', 'negara', 'september']",-3,negative,"[('pindah', 1)]","[('pindah', -3), ('kota', -1)]"
928,iseng nyelem di wp setelah sekian lama trs nemu story yg ml nya konsultan ekonomi kerajaan negara sebelah fl nya artis ibu kota ,iseng nyelem di wp setelah sekian lama trs nemu story yg ml nya konsultan ekonomi kerajaan negara sebelah fl nya artis ibu kota ,iseng nyelem di wp setelah sekian lama trs nemu story yg ml nya konsultan ekonomi kerajaan negara sebelah fl nya artis ibu kota,iseng nyelem di wp setelah sekian lama terus nemu story yang ml nya konsultan ekonomi kerajaan negara sebelah fl nya artis ibu kota,"['iseng', 'nyelem', 'di', 'wp', 'setelah', 'sekian', 'lama', 'terus', 'nemu', 'story', 'yang', 'ml', 'nya', 'konsultan', 'ekonomi', 'kerajaan', 'negara', 'sebelah', 'fl', 'nya', 'artis', 'ibu', 'kota']","['iseng', 'nyelem', 'wp', 'sekian', 'nemu', 'story', 'ml', 'konsultan', 'ekonomi', 'kerajaan', 'negara', 'sebelah', 'fl', 'artis', 'kota']",-11,negative,"[('artis', 2)]","[('iseng', -3), ('nemu', -2), ('kerajaan', -3), ('sebelah', -4), ('kota', -1)]"
39,@IKNnusantaraID Kami warga Bengkulu mendukung pemindahan Ibu Kota negara,@IKNnusantaraID Kami warga Bengkulu mendukung pemindahan Ibu Kota negara,kami warga bengkulu mendukung pemindahan ibu kota negara,kami warga bengkulu mendukung pemindahan ibu kota negara,"['kami', 'warga', 'bengkulu', 'mendukung', 'pemindahan', 'ibu', 'kota', 'negara']","['warga', 'bengkulu', 'mendukung', 'pemindahan', 'kota', 'negara']",-1,negative,[],"[('kota', -1)]"
706,@youthful_mediaa Kalimantan Timur akan menjadi pusat seni dan budaya yang hidup #IbuKotaNegara,@youthful_mediaa Kalimantan Timur akan menjadi pusat seni dan budaya yang hidup #Ibu Kota Negara,kalimantan timur akan menjadi pusat seni dan budaya yang hidup ibu kota negara,kalimantan timur akan menjadi pusat seni dan budaya yang hidup ibu kota negara,"['kalimantan', 'timur', 'akan', 'menjadi', 'pusat', 'seni', 'dan', 'budaya', 'yang', 'hidup', 'ibu', 'kota', 'negara']","['kalimantan', 'timur', 'pusat', 'seni', 'budaya', 'hidup', 'kota', 'negara']",-3,negative,"[('pusat', 3), ('seni', 1), ('hidup', 2)]","[('seni', -4), ('hidup', -4), ('kota', -1)]"
946,𝗣𝗲𝗿𝗽𝗶𝗻𝗱𝗮𝗵𝗮𝗻 𝗜𝗞𝗡 𝗯𝗮𝘄𝗮 𝗯𝗮𝗻𝘆𝗮𝗸 𝗱𝗮𝗺𝗽𝗮𝗸 𝗻𝗲𝗴𝗮𝘁𝗶𝗳? Akhir-akhir ini pemindahan Ibu Kota Negara (IKN) ke Nusantara menjadi topik hangat di media sosial. Banyak sekali pro dan kontra terkait rencana ini. https://t.co/fN6J7WE2FA,𝗣𝗲𝗿𝗽𝗶𝗻𝗱𝗮𝗵𝗮𝗻 𝗜𝗞𝗡 𝗯𝗮𝘄𝗮 𝗯𝗮𝗻𝘆𝗮𝗸 𝗱𝗮𝗺𝗽𝗮𝗸 𝗻𝗲𝗴𝗮𝘁𝗶𝗳? Akhir-akhir ini pemindahan Ibu Kota Negara (IKN) ke Nusantara menjadi topik hangat di media sosial. Banyak sekali pro dan kontra terkait rencana ini. https://t.co/fN6J7WE2FA,perpindahan ikn bawa banyak dampak negatif akhir-akhir ini pemindahan ibu kota negara ikn ke nusantara menjadi topik hangat di media sosial banyak sekali pro dan kontra terkait rencana ini,perpindahan ibu kota negara bawa banyak dampak negatif akhir-akhir ini pemindahan ibu kota negara ibu kota negara ke nusantara menjadi topik hangat di media sosial banyak sekali profesional dan kontra terkait rencana ini,"['perpindahan', 'ibu', 'kota', 'negara', 'bawa', 'banyak', 'dampak', 'negatif', 'akhir-akhir', 'ini', 'pemindahan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'ke', 'nusantara', 'menjadi', 'topik', 'hangat', 'di', 'media', 'sosial', 'banyak', 'sekali', 'profesional', 'dan', 'kontra', 'terkait', 'rencana', 'ini']","['perpindahan', 'kota', 'negara', 'bawa', 'dampak', 'negatif', 'akhir-akhir', 'pemindahan', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'topik', 'hangat', 'media', 'sosial', 'profesional', 'kontra', 'terkait', 'rencana']",-8,negative,"[('bawa', 1), ('hangat', 4), ('sosial', 4), ('rencana', 2)]","[('kota', -1), ('bawa', -3), ('dampak', -3), ('kota', -1), ('kota', -1), ('hangat', -3), ('terkait', -3), ('rencana', -4)]"
351,@meraaahputiiih Pertumbuhan ekonomi regional bawa efek positif pada industri #IbuKotaNegara,@meraaahputiiih Pertumbuhan ekonomi regional bawa efek positif pada industri #Ibu Kota Negara,pertumbuhan ekonomi regional bawa efek positif pada industri ibu kota negara,pertumbuhan ekonomi regional bawa efek positif pada industri ibu kota negara,"['pertumbuhan', 'ekonomi', 'regional', 'bawa', 'efek', 'positif', 'pada', 'industri', 'ibu', 'kota', 'negara']","['pertumbuhan', 'ekonomi', 'regional', 'bawa', 'efek', 'positif', 'industri', 'kota', 'negara']",4,positive,"[('bawa', 1), ('efek', 3), ('positif', 4)]","[('bawa', -3), ('kota', -1)]"
66,@meraaahputiiih Proyek IKN Nusantara akan menciptakan lapangan kerja yang signifikan di Indonesia. #IbuKotaNegara,@meraaahputiiih Proyek IKN Nusantara akan menciptakan lapangan kerja yang signifikan di Indonesia. #Ibu Kota Negara,proyek ikn nusantara akan menciptakan lapangan kerja yang signifikan di indonesia ibu kota negara,proyek ibu kota negara nusantara akan menciptakan lapangan kerja yang signifikan di indonesia ibu kota negara,"['proyek', 'ibu', 'kota', 'negara', 'nusantara', 'akan', 'menciptakan', 'lapangan', 'kerja', 'yang', 'signifikan', 'di', 'indonesia', 'ibu', 'kota', 'negara']","['proyek', 'kota', 'negara', 'nusantara', 'menciptakan', 'lapangan', 'kerja', 'signifikan', 'indonesia', 'kota', 'negara']",3,positive,"[('lapangan', 3), ('kerja', 2)]","[('kota', -1), ('kota', -1)]"
277,Nggak cuma sekadar perayaan biasa buat rayakan World Book Day UNESCO tiap tahunnya menunjuk World Book Capital atau ibu kota negara buat laksanakan program Hari Buku Sedunia. Nah nantinya kota tersebut ditugaskan buat promosikan buku dan membaca,Nggak cuma sekadar perayaan biasa buat rayakan World Book Day UNESCO tiap tahunnya menunjuk World Book Capital atau ibu kota negara buat laksanakan program Hari Buku Sedunia. Nah nantinya kota tersebut ditugaskan buat promosikan buku dan membaca,nggak cuma sekadar perayaan biasa buat rayakan world book day unesco tiap tahunnya menunjuk world book capital atau ibu kota negara buat laksanakan program hari buku sedunia nah nantinya kota tersebut ditugaskan buat promosikan buku dan membaca,tidak cuma sekadar perayaan biasa buat rayakan world book day unesco tiap tahunnya menunjuk world book kapital atau ibu kota negara buat laksanakan program hari buku sedunia nah nantinya kota tersebut ditugaskan buat promosikan buku dan membaca,"['tidak', 'cuma', 'sekadar', 'perayaan', 'biasa', 'buat', 'rayakan', 'world', 'book', 'day', 'unesco', 'tiap', 'tahunnya', 'menunjuk', 'world', 'book', 'kapital', 'atau', 'ibu', 'kota', 'negara', 'buat', 'laksanakan', 'program', 'hari', 'buku', 'sedunia', 'nah', 'nantinya', 'kota', 'tersebut', 'ditugaskan', 'buat', 'promosikan', 'buku', 'dan', 'membaca']","['perayaan', 'rayakan', 'world', 'book', 'day', 'unesco', 'tahunnya', 'world', 'book', 'kapital', 'kota', 'negara', 'laksanakan', 'program', 'buku', 'sedunia', 'kota', 'ditugaskan', 'promosikan', 'buku', 'membaca']",2,positive,"[('membaca', 4)]","[('kota', -1), ('kota', -1)]"
67,@meraaahputiiih Kami warga Banda Aceh mendukung pembangunan IKN Nusantara #IbuKotaNegara,@meraaahputiiih Kami warga Banda Aceh mendukung pembangunan IKN Nusantara #Ibu Kota Negara,kami warga banda aceh mendukung pembangunan ikn nusantara ibu kota negara,kami warga banda aceh mendukung pembangunan ibu kota negara nusantara ibu kota negara,"['kami', 'warga', 'banda', 'aceh', 'mendukung', 'pembangunan', 'ibu', 'kota', 'negara', 'nusantara', 'ibu', 'kota', 'negara']","['warga', 'banda', 'aceh', 'mendukung', 'pembangunan', 'kota', 'negara', 'nusantara', 'kota', 'negara']",-2,negative,[],"[('kota', -1), ('kota', -1)]"
905,Jadi ibu kota negara itu beban. Kini beban itu beralih ke Kalimantan sebuah kehormatan besar tanggung jawab &amp; tantangan bagi rakyat Borneo. Untuk ibu kota lama semoga dengan perpindahan ini bisa tetap berkembang menjadi lebih baik lagi. Terima kasih Jakarta. ,Jadi ibu kota negara itu beban. Kini beban itu beralih ke Kalimantan sebuah kehormatan besar tanggung jawab &amp; tantangan bagi rakyat Borneo. Untuk ibu kota lama semoga dengan perpindahan ini bisa tetap berkembang menjadi lebih baik lagi. Terima kasih Jakarta. ,jadi ibu kota negara itu beban kini beban itu beralih ke kalimantan sebuah kehormatan besar tanggung jawab amp tantangan bagi rakyat borneo untuk ibu kota lama semoga dengan perpindahan ini bisa tetap berkembang menjadi lebih baik lagi terima kasih jakarta,jadi ibu kota negara itu beban kini beban itu beralih ke kalimantan sebuah kehormatan besar tanggung jawab amp tantangan bagi rakyat borneo untuk ibu kota lama semoga dengan perpindahan ini bisa tetap berkembang menjadi lebih baik lagi terima kasih jakarta,"['jadi', 'ibu', 'kota', 'negara', 'itu', 'beban', 'kini', 'beban', 'itu', 'beralih', 'ke', 'kalimantan', 'sebuah', 'kehormatan', 'besar', 'tanggung', 'jawab', 'amp', 'tantangan', 'bagi', 'rakyat', 'borneo', 'untuk', 'ibu', 'kota', 'lama', 'semoga', 'dengan', 'perpindahan', 'ini', 'bisa', 'tetap', 'berkembang', 'menjadi', 'lebih', 'baik', 'lagi', 'terima', 'kasih', 'jakarta']","['kota', 'negara', 'beban', 'beban', 'beralih', 'kalimantan', 'kehormatan', 'tanggung', 'tantangan', 'rakyat', 'borneo', 'kota', 'semoga', 'perpindahan', 'berkembang', 'terima', 'kasih', 'jakarta']",-9,negative,"[('kehormatan', 5), ('terima', 2), ('kasih', 2)]","[('kota', -1), ('beban', -5), ('beban', -5), ('beralih', -3), ('tanggung', -2), ('kota', -1), ('kasih', -1)]"
732,@youthful_mediaa IKN lebih dari sebuah kota namun harapan dan masa depan Indonesia ada di sana #IbuKotaNegara,@youthful_mediaa IKN lebih dari sebuah kota namun harapan dan masa depan Indonesia ada di sana #Ibu Kota Negara,ikn lebih dari sebuah kota namun harapan dan masa depan indonesia ada di sana ibu kota negara,ibu kota negara lebih dari sebuah kota namun harapan dan masa depan indonesia ada di sana ibu kota negara,"['ibu', 'kota', 'negara', 'lebih', 'dari', 'sebuah', 'kota', 'namun', 'harapan', 'dan', 'masa', 'depan', 'indonesia', 'ada', 'di', 'sana', 'ibu', 'kota', 'negara']","['kota', 'negara', 'kota', 'harapan', 'indonesia', 'kota', 'negara']",-3,negative,[],"[('kota', -1), ('kota', -1), ('kota', -1)]"
816,Udah ga punya ibu kota ga punya presiden negara auto pilot njir,Udah ga punya ibu kota ga punya presiden negara auto pilot njir,udah ga punya ibu kota ga punya presiden negara auto pilot njir,sudah tidak punya ibu kota tidak punya presiden negara auto pilot njir,"['sudah', 'tidak', 'punya', 'ibu', 'kota', 'tidak', 'punya', 'presiden', 'negara', 'auto', 'pilot', 'njir']","['kota', 'presiden', 'negara', 'auto', 'pilot', 'njir']",-1,negative,"[('presiden', 3)]","[('kota', -1), ('njir', -3)]"
296,@abangbelneg Ibu Kota Negara Republik Indonesia merepresentasikan konsep kesatuan yang mengakomodasi kekayaan kemajemukan Indonesia,@abangbelneg Ibu Kota Negara Republik Indonesia merepresentasikan konsep kesatuan yang mengakomodasi kekayaan kemajemukan Indonesia,ibu kota negara republik indonesia merepresentasikan konsep kesatuan yang mengakomodasi kekayaan kemajemukan indonesia,ibu kota negara republik indonesia merepresentasikan konsep kesatuan yang mengakomodasi kekayaan kemajemukan indonesia,"['ibu', 'kota', 'negara', 'republik', 'indonesia', 'merepresentasikan', 'konsep', 'kesatuan', 'yang', 'mengakomodasi', 'kekayaan', 'kemajemukan', 'indonesia']","['kota', 'negara', 'republik', 'indonesia', 'merepresentasikan', 'konsep', 'kesatuan', 'mengakomodasi', 'kekayaan', 'kemajemukan', 'indonesia']",1,positive,"[('kekayaan', 2)]","[('kota', -1)]"
617,@KoalisiNetizen Seiring dengan rencana pembangunan Ibu Kota Nusantara akan ada pembangunan infrastruktur dan fasilitas yang diperlukan di daerah daerah terpencil dan kurang berkembang #IbuKotaNegara,@KoalisiNetizen Seiring dengan rencana pembangunan Ibu Kota Nusantara akan ada pembangunan infrastruktur dan fasilitas yang diperlukan di daerah daerah terpencil dan kurang berkembang #Ibu Kota Negara,seiring dengan rencana pembangunan ibu kota nusantara akan ada pembangunan infrastruktur dan fasilitas yang diperlukan di daerah daerah terpencil dan kurang berkembang ibu kota negara,seiring dengan rencana pembangunan ibu kota nusantara akan ada pembangunan infrastruktur dan fasilitas yang diperlukan di daerah daerah terpencil dan kurang berkembang ibu kota negara,"['seiring', 'dengan', 'rencana', 'pembangunan', 'ibu', 'kota', 'nusantara', 'akan', 'ada', 'pembangunan', 'infrastruktur', 'dan', 'fasilitas', 'yang', 'diperlukan', 'di', 'daerah', 'daerah', 'terpencil', 'dan', 'kurang', 'berkembang', 'ibu', 'kota', 'negara']","['seiring', 'rencana', 'pembangunan', 'kota', 'nusantara', 'pembangunan', 'infrastruktur', 'fasilitas', 'daerah', 'daerah', 'terpencil', 'berkembang', 'kota', 'negara']",-11,negative,"[('rencana', 2), ('fasilitas', 2)]","[('rencana', -4), ('kota', -1), ('fasilitas', -4), ('terpencil', -5), ('kota', -1)]"
597,@englishfess_ Yes Auckland itu nama kota di New Zealand. Fun fact: Auckland ini menjadi kota dengan populasi terbanyak di New Zealand dan sering disangka ibu kota negara. Yang benar itu ibu kota negara New Zealand adalah Wellington.,@englishfess_ Yes Auckland itu nama kota di New Zealand. Fun fact: Auckland ini menjadi kota dengan populasi terbanyak di New Zealand dan sering disangka ibu kota negara. Yang benar itu ibu kota negara New Zealand adalah Wellington.,yes auckland itu nama kota di new zealand fun fact auckland ini menjadi kota dengan populasi terbanyak di new zealand dan sering disangka ibu kota negara yang benar itu ibu kota negara new zealand adalah wellington,yes auckland itu nama kota di new zealand fun fact auckland ini menjadi kota dengan populasi terbanyak di new zealand dan sering disangka ibu kota negara yang benar itu ibu kota negara new zealand adalah wellington,"['yes', 'auckland', 'itu', 'nama', 'kota', 'di', 'new', 'zealand', 'fun', 'fact', 'auckland', 'ini', 'menjadi', 'kota', 'dengan', 'populasi', 'terbanyak', 'di', 'new', 'zealand', 'dan', 'sering', 'disangka', 'ibu', 'kota', 'negara', 'yang', 'benar', 'itu', 'ibu', 'kota', 'negara', 'new', 'zealand', 'adalah', 'wellington']","['yes', 'auckland', 'nama', 'kota', 'new', 'zealand', 'fun', 'fact', 'auckland', 'kota', 'populasi', 'new', 'zealand', 'disangka', 'kota', 'negara', 'kota', 'negara', 'new', 'zealand', 'wellington']",-1,negative,"[('yes', 3)]","[('kota', -1), ('kota', -1), ('kota', -1), ('kota', -1)]"
814,Para peserta demonstrasi menuju kedutaan yang diduduki di Amman ibu kota Yordania meneriakkan Amerika adalah negara terorisme. https://t.co/mTHg3127mJ https://t.co/q0W3FxVenS,Para peserta demonstrasi menuju kedutaan yang diduduki di Amman ibu kota Yordania meneriakkan Amerika adalah negara terorisme. https://t.co/mTHg3127mJ https://t.co/q0W3FxVenS,para peserta demonstrasi menuju kedutaan yang diduduki di amman ibu kota yordania meneriakkan amerika adalah negara terorisme,para peserta demonstrasi menuju kedutaan yang diduduki di amman ibu kota yordania meneriakkan amerika adalah negara terorisme,"['para', 'peserta', 'demonstrasi', 'menuju', 'kedutaan', 'yang', 'diduduki', 'di', 'amman', 'ibu', 'kota', 'yordania', 'meneriakkan', 'amerika', 'adalah', 'negara', 'terorisme']","['peserta', 'demonstrasi', 'kedutaan', 'diduduki', 'amman', 'kota', 'yordania', 'meneriakkan', 'amerika', 'negara', 'terorisme']",-7,negative,[],"[('peserta', -3), ('demonstrasi', -3), ('kota', -1)]"
797,Sebanyak 2.3 juta kenderaan dijangka keluar dari ibu kota melalui lebuh raya utama negara bermula hari ini. Video: NSTP https://t.co/gatplwNB1E,Sebanyak 2.3 juta kenderaan dijangka keluar dari ibu kota melalui lebuh raya utama negara bermula hari ini. Video: NSTP https://t.co/gatplwNB1E,sebanyak  juta kenderaan dijangka keluar dari ibu kota melalui lebuh raya utama negara bermula hari ini video nstp,sebanyak  juta kenderaan dijangka keluar dari ibu kota melalui lebuh raya utama negara bermula hari ini video nstp,"['sebanyak', 'juta', 'kenderaan', 'dijangka', 'keluar', 'dari', 'ibu', 'kota', 'melalui', 'lebuh', 'raya', 'utama', 'negara', 'bermula', 'hari', 'ini', 'video', 'nstp']","['juta', 'kenderaan', 'dijangka', 'kota', 'lebuh', 'raya', 'utama', 'negara', 'video', 'nstp']",1,positive,"[('juta', 2)]","[('kota', -1)]"
423,@abangbelneg Pemindahan ibu kota nusantara akan mempercepat pengembangan wilayah timur Indonesia. #IbuKotaNegara,@abangbelneg Pemindahan ibu kota nusantara akan mempercepat pengembangan wilayah timur Indonesia. #Ibu Kota Negara,pemindahan ibu kota nusantara akan mempercepat pengembangan wilayah timur indonesia ibu kota negara,pemindahan ibu kota nusantara akan mempercepat pengembangan wilayah timur indonesia ibu kota negara,"['pemindahan', 'ibu', 'kota', 'nusantara', 'akan', 'mempercepat', 'pengembangan', 'wilayah', 'timur', 'indonesia', 'ibu', 'kota', 'negara']","['pemindahan', 'kota', 'nusantara', 'mempercepat', 'pengembangan', 'wilayah', 'timur', 'indonesia', 'kota', 'negara']",1,positive,"[('pengembangan', 3)]","[('kota', -1), ('kota', -1)]"
756,@tanyakanrl Gimana ditanya ibu kota negara di dunia. Dulu gw pas sekolah demen banget hafalin pake buku RPUL. Anak jaman sekrang udah ada HP aja masih minim ilmu pengetahuan. HP dipake cuma buat sosmed sih.,@tanyakanrl Gimana ditanya ibu kota negara di dunia. Dulu gw pas sekolah demen banget hafalin pake buku RPUL. Anak jaman sekrang udah ada HP aja masih minim ilmu pengetahuan. HP dipake cuma buat sosmed sih.,gimana ditanya ibu kota negara di dunia dulu gw pas sekolah demen banget hafalin pake buku rpul anak jaman sekrang udah ada hp aja masih minim ilmu pengetahuan hp dipake cuma buat sosmed sih,bagaimana ditanya ibu kota negara di dunia dulu saya pas sekolah suka banget hafalin pakai buku rpul anak jaman sekrang sudah ada hp saja masih minim ilmu pengetahuan hp dipake cuma buat sosmed sih,"['bagaimana', 'ditanya', 'ibu', 'kota', 'negara', 'di', 'dunia', 'dulu', 'saya', 'pas', 'sekolah', 'suka', 'banget', 'hafalin', 'pakai', 'buku', 'rpul', 'anak', 'jaman', 'sekrang', 'sudah', 'ada', 'hp', 'saja', 'masih', 'minim', 'ilmu', 'pengetahuan', 'hp', 'dipake', 'cuma', 'buat', 'sosmed', 'sih']","['kota', 'negara', 'dunia', 'pas', 'sekolah', 'suka', 'banget', 'hafalin', 'pakai', 'buku', 'rpul', 'anak', 'jaman', 'sekrang', 'hp', 'minim', 'ilmu', 'pengetahuan', 'hp', 'dipake', 'sosmed']",7,positive,"[('dunia', 1), ('pas', 3), ('sekolah', 3), ('suka', 3), ('banget', 1), ('ilmu', 4), ('pengetahuan', 4)]","[('kota', -1), ('dunia', -2), ('suka', -1), ('anak', -3), ('jaman', -2), ('minim', -3)]"
312,@IKNnusantaraID IKN Nusantara memungkinkan terciptanya ekosistem inovasi dan teknologi yang berkelanjutan. #IbuKotaNegara,@IKNnusantaraID IKN Nusantara memungkinkan terciptanya ekosistem inovasi dan teknologi yang berkelanjutan. #Ibu Kota Negara,ikn nusantara memungkinkan terciptanya ekosistem inovasi dan teknologi yang berkelanjutan ibu kota negara,ibu kota negara nusantara memungkinkan terciptanya ekosistem inovasi dan teknologi yang berkelanjutan ibu kota negara,"['ibu', 'kota', 'negara', 'nusantara', 'memungkinkan', 'terciptanya', 'ekosistem', 'inovasi', 'dan', 'teknologi', 'yang', 'berkelanjutan', 'ibu', 'kota', 'negara']","['kota', 'negara', 'nusantara', 'terciptanya', 'ekosistem', 'inovasi', 'teknologi', 'berkelanjutan', 'kota', 'negara']",2,positive,"[('inovasi', 4)]","[('kota', -1), ('kota', -1)]"
184,@IKNnusantaraID Dukung pemindahan Ibu Kota Nusantara untuk mengurangi beban Jakarta yang sudah padat penduduk dan macet. #IbuKotaNegara,@IKNnusantaraID Dukung pemindahan Ibu Kota Nusantara untuk mengurangi beban Jakarta yang sudah padat penduduk dan macet. #Ibu Kota Negara,dukung pemindahan ibu kota nusantara untuk mengurangi beban jakarta yang sudah padat penduduk dan macet ibu kota negara,dukung pemindahan ibu kota nusantara untuk mengurangi beban jakarta yang sudah padat penduduk dan macet ibu kota negara,"['dukung', 'pemindahan', 'ibu', 'kota', 'nusantara', 'untuk', 'mengurangi', 'beban', 'jakarta', 'yang', 'sudah', 'padat', 'penduduk', 'dan', 'macet', 'ibu', 'kota', 'negara']","['dukung', 'pemindahan', 'kota', 'nusantara', 'mengurangi', 'beban', 'jakarta', 'padat', 'penduduk', 'macet', 'kota', 'negara']",-3,negative,"[('dukung', 4)]","[('kota', -1), ('beban', -5), ('kota', -1)]"
332,Presiden Jokowi bersama eks PM Inggris Tony Blair membahas serangkaian inisiatif strategis untuk memajukan sektor energi terbarukan melalui pembangunan fasilitas solar panel di IKN #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/IxD9uhPm9A,Presiden Jokowi bersama eks PM Inggris Tony Blair membahas serangkaian inisiatif strategis untuk memajukan sektor energi terbarukan melalui pembangunan fasilitas solar panel di IKN #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/IxD9uhPm9A,presiden jokowi bersama eks pm inggris tony blair membahas serangkaian inisiatif strategis untuk memajukan sektor energi terbarukan melalui pembangunan fasilitas solar panel di ikn ibu kota negara iknnusantara pindah ibu kota,presiden jokowi  bersama eks perdana menteri inggris tony blair membahas serangkaian inisiatif strategis untuk memajukan sektor energi terbarukan melalui pembangunan fasilitas solar panel di ibu kota negara ibu kota negara ibu kota negara nusantara pindah ibu kota,"['presiden', 'jokowi', 'bersama', 'eks', 'perdana', 'menteri', 'inggris', 'tony', 'blair', 'membahas', 'serangkaian', 'inisiatif', 'strategis', 'untuk', 'memajukan', 'sektor', 'energi', 'terbarukan', 'melalui', 'pembangunan', 'fasilitas', 'solar', 'panel', 'di', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']","['presiden', 'jokowi', 'eks', 'perdana', 'menteri', 'inggris', 'tony', 'blair', 'membahas', 'serangkaian', 'inisiatif', 'strategis', 'memajukan', 'sektor', 'energi', 'terbarukan', 'pembangunan', 'fasilitas', 'solar', 'panel', 'kota', 'negara', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'pindah', 'kota']",-4,negative,"[('presiden', 3), ('membahas', 1), ('energi', 3), ('fasilitas', 2), ('pindah', 1)]","[('eks', -3), ('fasilitas', -4), ('kota', -1), ('kota', -1), ('kota', -1), ('pindah', -3), ('kota', -1)]"
88,@meraaahputiiih Potensi ekonomi dan perdagangan Kalimantan Timur akan tumbuh pesat #IbuKotaNegara,@meraaahputiiih Potensi ekonomi dan perdagangan Kalimantan Timur akan tumbuh pesat #Ibu Kota Negara,potensi ekonomi dan perdagangan kalimantan timur akan tumbuh pesat ibu kota negara,potensiekonomi dan perdagangan kalimantan timur akan tumbuh pesat ibu kota negara,"['potensiekonomi', 'dan', 'perdagangan', 'kalimantan', 'timur', 'akan', 'tumbuh', 'pesat', 'ibu', 'kota', 'negara']","['potensiekonomi', 'perdagangan', 'kalimantan', 'timur', 'tumbuh', 'pesat', 'kota', 'negara']",0,neutral,"[('pesat', 3)]","[('pesat', -2), ('kota', -1)]"
63,@meraaahputiiih Kami warga Samarinda mendukung pemindahan Ibu Kota negara,@meraaahputiiih Kami warga Samarinda mendukung pemindahan Ibu Kota negara,kami warga samarinda mendukung pemindahan ibu kota negara,kami warga samarinda mendukung pemindahan ibu kota negara,"['kami', 'warga', 'samarinda', 'mendukung', 'pemindahan', 'ibu', 'kota', 'negara']","['warga', 'samarinda', 'mendukung', 'pemindahan', 'kota', 'negara']",-1,negative,[],"[('kota', -1)]"
829,Jakarta tantrum dikit kemarin macet di mana-mana karena statusnya udah bukan ibu kota negara lagi Hari ini agak lebih tenang rasanya ,Jakarta tantrum dikit kemarin macet di mana-mana karena statusnya udah bukan ibu kota negara lagi Hari ini agak lebih tenang rasanya ,jakarta tantrum dikit kemarin macet di mana-mana karena statusnya udah bukan ibu kota negara lagi hari ini agak lebih tenang rasanya,jakarta tantrum dikit kemarin macet di mana-mana karena statusnya sudah bukan ibu kota negara lagi hari ini agak lebih tenangrasanya,"['jakarta', 'tantrum', 'dikit', 'kemarin', 'macet', 'di', 'mana-mana', 'karena', 'statusnya', 'sudah', 'bukan', 'ibu', 'kota', 'negara', 'lagi', 'hari', 'ini', 'agak', 'lebih', 'tenangrasanya']","['jakarta', 'tantrum', 'dikit', 'kemarin', 'macet', 'mana-mana', 'statusnya', 'kota', 'negara', 'tenangrasanya']",-5,negative,[],"[('dikit', -4), ('kota', -1)]"
802,@meraaahputiiih Kami warga Tanjung Selor mendukung pemindahan Ibu Kota negara #PindahIbuK,@meraaahputiiih Kami warga Tanjung Selor mendukung pemindahan Ibu Kota negara #Pindah Ibu K,kami warga tanjung selor mendukung pemindahan ibu kota negara pindah ibu ,kami warga tanjung selor mendukung pemindahan ibu kota negara pindah ibu ,"['kami', 'warga', 'tanjung', 'selor', 'mendukung', 'pemindahan', 'ibu', 'kota', 'negara', 'pindah', 'ibu']","['warga', 'tanjung', 'selor', 'mendukung', 'pemindahan', 'kota', 'negara', 'pindah']",-3,negative,"[('pindah', 1)]","[('kota', -1), ('pindah', -3)]"
