,Unnamed: 0,text_tweet,pisah_hashtag&kata,text_cleaning,text_normalisasi,tweet_tokens,tweet_tokens_WSW
89,617,@KoalisiNetizen Seiring dengan rencana pembangunan Ibu Kota Nusantara akan ada pembangunan infrastruktur dan fasilitas yang diperlukan di daerah daerah terpencil dan kurang berkembang #IbuKotaNegara,@KoalisiNetizen Seiring dengan rencana pembangunan Ibu Kota Nusantara akan ada pembangunan infrastruktur dan fasilitas yang diperlukan di daerah daerah terpencil dan kurang berkembang #Ibu Kota Negara,seiring dengan rencana pembangunan ibu kota nusantara akan ada pembangunan infrastruktur dan fasilitas yang diperlukan di daerah daerah terpencil dan kurang berkembang ibu kota negara,seiring dengan rencana pembangunan ibu kota nusantara akan ada pembangunan infrastruktur dan fasilitas yang diperlukan di daerah daerah terpencil dan kurang berkembang ibu kota negara,"['seiring', 'dengan', 'rencana', 'pembangunan', 'ibu', 'kota', 'nusantara', 'akan', 'ada', 'pembangunan', 'infrastruktur', 'dan', 'fasilitas', 'yang', 'diperlukan', 'di', 'daerah', 'daerah', 'terpencil', 'dan', 'kurang', 'berkembang', 'ibu', 'kota', 'negara']","['seiring', 'rencana', 'pembangunan', 'kota', 'nusantara', 'pembangunan', 'infrastruktur', 'fasilitas', 'daerah', 'daerah', 'terpencil', 'berkembang', 'kota', 'negara']"
90,597,@englishfess_ Yes Auckland itu nama kota di New Zealand. Fun fact: Auckland ini menjadi kota dengan populasi terbanyak di New Zealand dan sering disangka ibu kota negara. Yang benar itu ibu kota negara New Zealand adalah Wellington.,@englishfess_ Yes Auckland itu nama kota di New Zealand. Fun fact: Auckland ini menjadi kota dengan populasi terbanyak di New Zealand dan sering disangka ibu kota negara. Yang benar itu ibu kota negara New Zealand adalah Wellington.,yes auckland itu nama kota di new zealand fun fact auckland ini menjadi kota dengan populasi terbanyak di new zealand dan sering disangka ibu kota negara yang benar itu ibu kota negara new zealand adalah wellington,yes auckland itu nama kota di new zealand fun fact auckland ini menjadi kota dengan populasi terbanyak di new zealand dan sering disangka ibu kota negara yang benar itu ibu kota negara new zealand adalah wellington,"['yes', 'auckland', 'itu', 'nama', 'kota', 'di', 'new', 'zealand', 'fun', 'fact', 'auckland', 'ini', 'menjadi', 'kota', 'dengan', 'populasi', 'terbanyak', 'di', 'new', 'zealand', 'dan', 'sering', 'disangka', 'ibu', 'kota', 'negara', 'yang', 'benar', 'itu', 'ibu', 'kota', 'negara', 'new', 'zealand', 'adalah', 'wellington']","['yes', 'auckland', 'nama', 'kota', 'new', 'zealand', 'fun', 'fact', 'auckland', 'kota', 'populasi', 'new', 'zealand', 'disangka', 'kota', 'negara', 'kota', 'negara', 'new', 'zealand', 'wellington']"
91,814,Para peserta demonstrasi menuju kedutaan yang diduduki di Amman ibu kota Yordania meneriakkan Amerika adalah negara terorisme. https://t.co/mTHg3127mJ https://t.co/q0W3FxVenS,Para peserta demonstrasi menuju kedutaan yang diduduki di Amman ibu kota Yordania meneriakkan Amerika adalah negara terorisme. https://t.co/mTHg3127mJ https://t.co/q0W3FxVenS,para peserta demonstrasi menuju kedutaan yang diduduki di amman ibu kota yordania meneriakkan amerika adalah negara terorisme,para peserta demonstrasi menuju kedutaan yang diduduki di amman ibu kota yordania meneriakkan amerika adalah negara terorisme,"['para', 'peserta', 'demonstrasi', 'menuju', 'kedutaan', 'yang', 'diduduki', 'di', 'amman', 'ibu', 'kota', 'yordania', 'meneriakkan', 'amerika', 'adalah', 'negara', 'terorisme']","['peserta', 'demonstrasi', 'kedutaan', 'diduduki', 'amman', 'kota', 'yordania', 'meneriakkan', 'amerika', 'negara', 'terorisme']"
92,797,Sebanyak 2.3 juta kenderaan dijangka keluar dari ibu kota melalui lebuh raya utama negara bermula hari ini. Video: NSTP https://t.co/gatplwNB1E,Sebanyak 2.3 juta kenderaan dijangka keluar dari ibu kota melalui lebuh raya utama negara bermula hari ini. Video: NSTP https://t.co/gatplwNB1E,sebanyak  juta kenderaan dijangka keluar dari ibu kota melalui lebuh raya utama negara bermula hari ini video nstp,sebanyak  juta kenderaan dijangka keluar dari ibu kota melalui lebuh raya utama negara bermula hari ini video nstp,"['sebanyak', 'juta', 'kenderaan', 'dijangka', 'keluar', 'dari', 'ibu', 'kota', 'melalui', 'lebuh', 'raya', 'utama', 'negara', 'bermula', 'hari', 'ini', 'video', 'nstp']","['juta', 'kenderaan', 'dijangka', 'kota', 'lebuh', 'raya', 'utama', 'negara', 'video', 'nstp']"
93,423,@abangbelneg Pemindahan ibu kota nusantara akan mempercepat pengembangan wilayah timur Indonesia. #IbuKotaNegara,@abangbelneg Pemindahan ibu kota nusantara akan mempercepat pengembangan wilayah timur Indonesia. #Ibu Kota Negara,pemindahan ibu kota nusantara akan mempercepat pengembangan wilayah timur indonesia ibu kota negara,pemindahan ibu kota nusantara akan mempercepat pengembangan wilayah timur indonesia ibu kota negara,"['pemindahan', 'ibu', 'kota', 'nusantara', 'akan', 'mempercepat', 'pengembangan', 'wilayah', 'timur', 'indonesia', 'ibu', 'kota', 'negara']","['pemindahan', 'kota', 'nusantara', 'mempercepat', 'pengembangan', 'wilayah', 'timur', 'indonesia', 'kota', 'negara']"
94,756,@tanyakanrl Gimana ditanya ibu kota negara di dunia. Dulu gw pas sekolah demen banget hafalin pake buku RPUL. Anak jaman sekrang udah ada HP aja masih minim ilmu pengetahuan. HP dipake cuma buat sosmed sih.,@tanyakanrl Gimana ditanya ibu kota negara di dunia. Dulu gw pas sekolah demen banget hafalin pake buku RPUL. Anak jaman sekrang udah ada HP aja masih minim ilmu pengetahuan. HP dipake cuma buat sosmed sih.,gimana ditanya ibu kota negara di dunia dulu gw pas sekolah demen banget hafalin pake buku rpul anak jaman sekrang udah ada hp aja masih minim ilmu pengetahuan hp dipake cuma buat sosmed sih,bagaimana ditanya ibu kota negara di dunia dulu saya pas sekolah suka banget hafalin pakai buku rpul anak jaman sekrang sudah ada hp saja masih minim ilmu pengetahuan hp dipake cuma buat sosmed sih,"['bagaimana', 'ditanya', 'ibu', 'kota', 'negara', 'di', 'dunia', 'dulu', 'saya', 'pas', 'sekolah', 'suka', 'banget', 'hafalin', 'pakai', 'buku', 'rpul', 'anak', 'jaman', 'sekrang', 'sudah', 'ada', 'hp', 'saja', 'masih', 'minim', 'ilmu', 'pengetahuan', 'hp', 'dipake', 'cuma', 'buat', 'sosmed', 'sih']","['kota', 'negara', 'dunia', 'pas', 'sekolah', 'suka', 'banget', 'hafalin', 'pakai', 'buku', 'rpul', 'anak', 'jaman', 'sekrang', 'hp', 'minim', 'ilmu', 'pengetahuan', 'hp', 'dipake', 'sosmed']"
95,312,@IKNnusantaraID IKN Nusantara memungkinkan terciptanya ekosistem inovasi dan teknologi yang berkelanjutan. #IbuKotaNegara,@IKNnusantaraID IKN Nusantara memungkinkan terciptanya ekosistem inovasi dan teknologi yang berkelanjutan. #Ibu Kota Negara,ikn nusantara memungkinkan terciptanya ekosistem inovasi dan teknologi yang berkelanjutan ibu kota negara,ibu kota negara nusantara memungkinkan terciptanya ekosistem inovasi dan teknologi yang berkelanjutan ibu kota negara,"['ibu', 'kota', 'negara', 'nusantara', 'memungkinkan', 'terciptanya', 'ekosistem', 'inovasi', 'dan', 'teknologi', 'yang', 'berkelanjutan', 'ibu', 'kota', 'negara']","['kota', 'negara', 'nusantara', 'terciptanya', 'ekosistem', 'inovasi', 'teknologi', 'berkelanjutan', 'kota', 'negara']"
96,184,@IKNnusantaraID Dukung pemindahan Ibu Kota Nusantara untuk mengurangi beban Jakarta yang sudah padat penduduk dan macet. #IbuKotaNegara,@IKNnusantaraID Dukung pemindahan Ibu Kota Nusantara untuk mengurangi beban Jakarta yang sudah padat penduduk dan macet. #Ibu Kota Negara,dukung pemindahan ibu kota nusantara untuk mengurangi beban jakarta yang sudah padat penduduk dan macet ibu kota negara,dukung pemindahan ibu kota nusantara untuk mengurangi beban jakarta yang sudah padat penduduk dan macet ibu kota negara,"['dukung', 'pemindahan', 'ibu', 'kota', 'nusantara', 'untuk', 'mengurangi', 'beban', 'jakarta', 'yang', 'sudah', 'padat', 'penduduk', 'dan', 'macet', 'ibu', 'kota', 'negara']","['dukung', 'pemindahan', 'kota', 'nusantara', 'mengurangi', 'beban', 'jakarta', 'padat', 'penduduk', 'macet', 'kota', 'negara']"
97,332,Presiden Jokowi bersama eks PM Inggris Tony Blair membahas serangkaian inisiatif strategis untuk memajukan sektor energi terbarukan melalui pembangunan fasilitas solar panel di IKN #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/IxD9uhPm9A,Presiden Jokowi bersama eks PM Inggris Tony Blair membahas serangkaian inisiatif strategis untuk memajukan sektor energi terbarukan melalui pembangunan fasilitas solar panel di IKN #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/IxD9uhPm9A,presiden jokowi bersama eks pm inggris tony blair membahas serangkaian inisiatif strategis untuk memajukan sektor energi terbarukan melalui pembangunan fasilitas solar panel di ikn ibu kota negara iknnusantara pindah ibu kota,presiden jokowi  bersama eks perdana menteri inggris tony blair membahas serangkaian inisiatif strategis untuk memajukan sektor energi terbarukan melalui pembangunan fasilitas solar panel di ibu kota negara ibu kota negara ibu kota negara nusantara pindah ibu kota,"['presiden', 'jokowi', 'bersama', 'eks', 'perdana', 'menteri', 'inggris', 'tony', 'blair', 'membahas', 'serangkaian', 'inisiatif', 'strategis', 'untuk', 'memajukan', 'sektor', 'energi', 'terbarukan', 'melalui', 'pembangunan', 'fasilitas', 'solar', 'panel', 'di', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']","['presiden', 'jokowi', 'eks', 'perdana', 'menteri', 'inggris', 'tony', 'blair', 'membahas', 'serangkaian', 'inisiatif', 'strategis', 'memajukan', 'sektor', 'energi', 'terbarukan', 'pembangunan', 'fasilitas', 'solar', 'panel', 'kota', 'negara', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'pindah', 'kota']"
98,88,@meraaahputiiih Potensi ekonomi dan perdagangan Kalimantan Timur akan tumbuh pesat #IbuKotaNegara,@meraaahputiiih Potensi ekonomi dan perdagangan Kalimantan Timur akan tumbuh pesat #Ibu Kota Negara,potensi ekonomi dan perdagangan kalimantan timur akan tumbuh pesat ibu kota negara,potensiekonomi dan perdagangan kalimantan timur akan tumbuh pesat ibu kota negara,"['potensiekonomi', 'dan', 'perdagangan', 'kalimantan', 'timur', 'akan', 'tumbuh', 'pesat', 'ibu', 'kota', 'negara']","['potensiekonomi', 'perdagangan', 'kalimantan', 'timur', 'tumbuh', 'pesat', 'kota', 'negara']"
99,63,@meraaahputiiih Kami warga Samarinda mendukung pemindahan Ibu Kota negara,@meraaahputiiih Kami warga Samarinda mendukung pemindahan Ibu Kota negara,kami warga samarinda mendukung pemindahan ibu kota negara,kami warga samarinda mendukung pemindahan ibu kota negara,"['kami', 'warga', 'samarinda', 'mendukung', 'pemindahan', 'ibu', 'kota', 'negara']","['warga', 'samarinda', 'mendukung', 'pemindahan', 'kota', 'negara']"
100,829,Jakarta tantrum dikit kemarin macet di mana-mana karena statusnya udah bukan ibu kota negara lagi Hari ini agak lebih tenang rasanya ,Jakarta tantrum dikit kemarin macet di mana-mana karena statusnya udah bukan ibu kota negara lagi Hari ini agak lebih tenang rasanya ,jakarta tantrum dikit kemarin macet di mana-mana karena statusnya udah bukan ibu kota negara lagi hari ini agak lebih tenang rasanya,jakarta tantrum dikit kemarin macet di mana-mana karena statusnya sudah bukan ibu kota negara lagi hari ini agak lebih tenangrasanya,"['jakarta', 'tantrum', 'dikit', 'kemarin', 'macet', 'di', 'mana-mana', 'karena', 'statusnya', 'sudah', 'bukan', 'ibu', 'kota', 'negara', 'lagi', 'hari', 'ini', 'agak', 'lebih', 'tenangrasanya']","['jakarta', 'tantrum', 'dikit', 'kemarin', 'macet', 'mana-mana', 'statusnya', 'kota', 'negara', 'tenangrasanya']"
101,802,@meraaahputiiih Kami warga Tanjung Selor mendukung pemindahan Ibu Kota negara #PindahIbuK,@meraaahputiiih Kami warga Tanjung Selor mendukung pemindahan Ibu Kota negara #Pindah Ibu K,kami warga tanjung selor mendukung pemindahan ibu kota negara pindah ibu ,kami warga tanjung selor mendukung pemindahan ibu kota negara pindah ibu ,"['kami', 'warga', 'tanjung', 'selor', 'mendukung', 'pemindahan', 'ibu', 'kota', 'negara', 'pindah', 'ibu']","['warga', 'tanjung', 'selor', 'mendukung', 'pemindahan', 'kota', 'negara', 'pindah']"
102,215,Menggerakkan revolusi urban: Koordinator smart city dorong transformasi digital di IKN Nusantara. #IbuKotaNegara #IKNNusantara #PindahIbuKota kOREA #ASIANCUPU23 #TIMNASU23 SHIN TAE YONG #AFCU23AsianCup2024 BUNG TOWEL WASITNYA WITCHCRAFT https://t.co/Sx5DJHf7TT,Menggerakkan revolusi urban: Koordinator smart city dorong transformasi digital di IKN Nusantara. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota kOREA #ASIANCUPU23 #TIMNASU23 SHIN TAE YONG #AFCU23Asian Cup2024 BUNG TOWEL WASITNYA WITCHCRAFT https://t.co/Sx5DJHf7TT,menggerakkan revolusi urban koordinator smart city dorong transformasi digital di ikn nusantara ibu kota negara iknnusantara pindah ibu kota korea asiancupu timnasu shin tae yong afcuasian cup bung towel wasitnya witchcraft,menggerakkan revolusi urban koordinator smart kota dorong transformasi digital di ibu kota negara nusantara ibu kota negara ibu kota negara nusantara pindah ibu kota korea asiancupu timnasu shin tae yong afcuasian cup bung towel wasitnya witchcraft,"['menggerakkan', 'revolusi', 'urban', 'koordinator', 'smart', 'kota', 'dorong', 'transformasi', 'digital', 'di', 'ibu', 'kota', 'negara', 'nusantara', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota', 'korea', 'asiancupu', 'timnasu', 'shin', 'tae', 'yong', 'afcuasian', 'cup', 'bung', 'towel', 'wasitnya', 'witchcraft']","['menggerakkan', 'revolusi', 'urban', 'koordinator', 'smart', 'kota', 'dorong', 'transformasi', 'digital', 'kota', 'negara', 'nusantara', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'pindah', 'kota', 'korea', 'asiancupu', 'timnasu', 'shin', 'tae', 'yong', 'afcuasian', 'cup', 'towel', 'wasitnya', 'witchcraft']"
103,603,@tempodotco Banyak cakap.....GK ada lagi tuh jiwa korsa di tubuh @Puspen_TNI kasihan para prajurit bertaruh nyawa di daerah konflik kalian para jenderal tenang tenang di ibu kota menikmati uang dan fasilitas negara,@tempodotco Banyak cakap.....GK ada lagi tuh jiwa korsa di tubuh @Puspen_TNI kasihan para prajurit bertaruh nyawa di daerah konflik kalian para jenderal tenang tenang di ibu kota menikmati uang dan fasilitas negara,banyak cakap gk ada lagi tuh jiwa korsa di tubuh kasihan para prajurit bertaruh nyawa di daerah konflik kalian para jenderal tenang tenang di ibu kota menikmati uang dan fasilitas negara,banyak cakap tidak ada lagi tuh jiwa korsa di tubuh kasihan para prajurit bertaruh nyawa di daerah konflik kalian para jenderal tenangtenangdi ibu kota menikmati uang dan fasilitas negara,"['banyak', 'cakap', 'tidak', 'ada', 'lagi', 'tuh', 'jiwa', 'korsa', 'di', 'tubuh', 'kasihan', 'para', 'prajurit', 'bertaruh', 'nyawa', 'di', 'daerah', 'konflik', 'kalian', 'para', 'jenderal', 'tenangtenangdi', 'ibu', 'kota', 'menikmati', 'uang', 'dan', 'fasilitas', 'negara']","['cakap', 'jiwa', 'korsa', 'tubuh', 'kasihan', 'prajurit', 'bertaruh', 'nyawa', 'daerah', 'konflik', 'jenderal', 'tenangtenangdi', 'kota', 'menikmati', 'uang', 'fasilitas', 'negara']"
104,547,di acc ibu negara cari kerja di kota lain dan ngekos hahahahahaha,di acc ibu negara cari kerja di kota lain dan ngekos hahahahahaha,di acc ibu negara cari kerja di kota lain dan ngekos hahahahahaha,di accord ibu negara cari kerja di kota lain dan tinggal di kos hahahahahaha,"['di', 'accord', 'ibu', 'negara', 'cari', 'kerja', 'di', 'kota', 'lain', 'dan', 'tinggal', 'di', 'kos', 'hahahahahaha']","['accord', 'negara', 'cari', 'kerja', 'kota', 'tinggal', 'kos', 'hahahahahaha']"
105,290,@abangbelneg Investasi di infrastruktur dorong pertumbuhan sektor transportasi #IbuKotaNegara,@abangbelneg Investasi di infrastruktur dorong pertumbuhan sektor transportasi #Ibu Kota Negara,investasi di infrastruktur dorong pertumbuhan sektor transportasi ibu kota negara,investasi di infrastruktur dorong pertumbuhan sektor transportasi ibu kota negara,"['investasi', 'di', 'infrastruktur', 'dorong', 'pertumbuhan', 'sektor', 'transportasi', 'ibu', 'kota', 'negara']","['investasi', 'infrastruktur', 'dorong', 'pertumbuhan', 'sektor', 'transportasi', 'kota', 'negara']"
106,786,masa dkj dipimpin cawapres sih dia udh megang negara trs mimpin kawasan yg ibaratnya jantung negara ((walaupun bukan ibu kota lagi)),masa dkj dipimpin cawapres sih dia udh megang negara trs mimpin kawasan yg ibaratnya jantung negara ((walaupun bukan ibu kota lagi)),masa dkj dipimpin cawapres sih dia udh megang negara trs mimpin kawasan yg ibaratnya jantung negara walaupun bukan ibu kota lagi,masa dkj dipimpin cawapres sih dia sudah megang negara terus mimpin kawasan yang ibaratnya jantung negara walaupun bukan ibu kota lagi,"['masa', 'dkj', 'dipimpin', 'cawapres', 'sih', 'dia', 'sudah', 'megang', 'negara', 'terus', 'mimpin', 'kawasan', 'yang', 'ibaratnya', 'jantung', 'negara', 'walaupun', 'bukan', 'ibu', 'kota', 'lagi']","['dkj', 'dipimpin', 'cawapres', 'megang', 'negara', 'mimpin', 'kawasan', 'jantung', 'negara', 'kota']"
107,886,@abangbelneg Kami warga Ambon akan mengawal pembangunan IKN #IbuKotaNegara,@abangbelneg Kami warga Ambon akan mengawal pembangunan IKN #Ibu Kota Negara,kami warga ambon akan mengawal pembangunan ikn ibu kota negara,kami warga ambon akan mengawal pembangunan ibu kota negara ibu kota negara,"['kami', 'warga', 'ambon', 'akan', 'mengawal', 'pembangunan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara']","['warga', 'ambon', 'mengawal', 'pembangunan', 'kota', 'negara', 'kota', 'negara']"
108,962,Turkish Airlines kembali melakukan penerbangan ke ibu kota Libya Kamis (28/3). Penerbangan terakhir Turkish Airlines ke Libya tercatat pada 2015. Sudah hampir 10 tahun Turkish Airlines tak mendarat di Libya karena masalah keamanan di negara tersebut. #timurtengah #turki #libya https://t.co/LFTYojNKAa,Turkish Airlines kembali melakukan penerbangan ke ibu kota Libya Kamis (28/3). Penerbangan terakhir Turkish Airlines ke Libya tercatat pada 2015. Sudah hampir 10 tahun Turkish Airlines tak mendarat di Libya karena masalah keamanan di negara tersebut. #timurtengah #turki #libya https://t.co/LFTYojNKAa,turkish airlines kembali melakukan penerbangan ke ibu kota libya kamis  penerbangan terakhir turkish airlines ke libya tercatat pada  sudah hampir  tahun turkish airlines tak mendarat di libya karena masalah keamanan di negara tersebut timurtengah turki libya,turkish airlines kembali melakukan penerbangan ke ibu kota libya kamis  penerbangan terakhir turkish airlines ke libya tercatat pada  sudah hampir  tahun turkish airlines tidak mendarat di libya karena masalah keamanan di negara tersebut timurtengah turki libya,"['turkish', 'airlines', 'kembali', 'melakukan', 'penerbangan', 'ke', 'ibu', 'kota', 'libya', 'kamis', 'penerbangan', 'terakhir', 'turkish', 'airlines', 'ke', 'libya', 'tercatat', 'pada', 'sudah', 'hampir', 'tahun', 'turkish', 'airlines', 'tidak', 'mendarat', 'di', 'libya', 'karena', 'masalah', 'keamanan', 'di', 'negara', 'tersebut', 'timurtengah', 'turki', 'libya']","['turkish', 'airlines', 'penerbangan', 'kota', 'libya', 'kamis', 'penerbangan', 'turkish', 'airlines', 'libya', 'tercatat', 'turkish', 'airlines', 'mendarat', 'libya', 'keamanan', 'negara', 'timurtengah', 'turki', 'libya']"
109,941,6 Investor Swasta IKN Nusantara Komitmen Bangun Sarana Pendidikan Tengok 6 investor swasta IKN Nusantara komitmen bangun sarana pendidikan dan perumahan di ibu kota negara baru Kalimantan Timur. Nadiem Beckham Susu Aisyah April Mob Selvi Nabrak Arsenal https://t.co/jn4vkXOznJ,6 Investor Swasta IKN Nusantara Komitmen Bangun Sarana Pendidikan Tengok 6 investor swasta IKN Nusantara komitmen bangun sarana pendidikan dan perumahan di ibu kota negara baru Kalimantan Timur. Nadiem Beckham Susu Aisyah April Mob Selvi Nabrak Arsenal https://t.co/jn4vkXOznJ,investor swasta ikn nusantara komitmen bangun sarana pendidikan tengok  investor swasta ikn nusantara komitmen bangun sarana pendidikan dan perumahan di ibu kota negara baru kalimantan timur nadiem beckham susu aisyah april mob selvi nabrak arsenal,investor swasta ibu kota negara nusantara komitmen bangun sarana pendidikan menjenguk  investor swasta ibu kota negara nusantara komitmen bangun sarana pendidikan dan perumahan di ibu kota negara baru kalimantan timur nadiem beckham susu aisyah april mob selvi menabrak arsenal,"['investor', 'swasta', 'ibu', 'kota', 'negara', 'nusantara', 'komitmen', 'bangun', 'sarana', 'pendidikan', 'menjenguk', 'investor', 'swasta', 'ibu', 'kota', 'negara', 'nusantara', 'komitmen', 'bangun', 'sarana', 'pendidikan', 'dan', 'perumahan', 'di', 'ibu', 'kota', 'negara', 'baru', 'kalimantan', 'timur', 'nadiem', 'beckham', 'susu', 'aisyah', 'april', 'mob', 'selvi', 'menabrak', 'arsenal']","['investor', 'swasta', 'kota', 'negara', 'nusantara', 'komitmen', 'bangun', 'sarana', 'pendidikan', 'menjenguk', 'investor', 'swasta', 'kota', 'negara', 'nusantara', 'komitmen', 'bangun', 'sarana', 'pendidikan', 'perumahan', 'kota', 'negara', 'kalimantan', 'timur', 'nadiem', 'beckham', 'susu', 'aisyah', 'april', 'mob', 'selvi', 'menabrak', 'arsenal']"
110,740,@youthful_mediaa Keberlanjutan lingkungan akan menjadi dasar dalam setiap rencana pembangunan #IbuKotaNegara,@youthful_mediaa Keberlanjutan lingkungan akan menjadi dasar dalam setiap rencana pembangunan #Ibu Kota Negara,keberlanjutan lingkungan akan menjadi dasar dalam setiap rencana pembangunan ibu kota negara,keberlanjutan lingkungan akan menjadi dasar dalam setiap rencana pembangunan ibu kota negara,"['keberlanjutan', 'lingkungan', 'akan', 'menjadi', 'dasar', 'dalam', 'setiap', 'rencana', 'pembangunan', 'ibu', 'kota', 'negara']","['keberlanjutan', 'lingkungan', 'dasar', 'rencana', 'pembangunan', 'kota', 'negara']"
111,680,Kehadiran proyek IKN Nusantara menarik minat investor karena menghadirkan peluang investasi yang berkelanjutan. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/28Z7TP72WH,Kehadiran proyek IKN Nusantara menarik minat investor karena menghadirkan peluang investasi yang berkelanjutan. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/28Z7TP72WH,kehadiran proyek ikn nusantara menarik minat investor karena menghadirkan peluang investasi yang berkelanjutan ibu kota negara iknnusantara pindah ibu kota,kehadiran proyek ibu kota negara nusantara menarik minat investor karena menghadirkan peluang investasi yang berkelanjutan ibu kota negara ibu kota negara nusantara pindah ibu kota,"['kehadiran', 'proyek', 'ibu', 'kota', 'negara', 'nusantara', 'menarik', 'minat', 'investor', 'karena', 'menghadirkan', 'peluang', 'investasi', 'yang', 'berkelanjutan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']","['kehadiran', 'proyek', 'kota', 'negara', 'nusantara', 'menarik', 'minat', 'investor', 'menghadirkan', 'peluang', 'investasi', 'berkelanjutan', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'pindah', 'kota']"
112,693,@Miduk17 Betul kelas 6 sudah tahu ibu kota negara lain,@Miduk17 Betul kelas 6 sudah tahu ibu kota negara lain,betul kelas  sudah tahu ibu kota negara lain,betul kelas  sudah tahu ibu kota negara lain,"['betul', 'kelas', 'sudah', 'tahu', 'ibu', 'kota', 'negara', 'lain']","['kelas', 'kota', 'negara']"
113,988,Yaman sebelumnya hari ini negara tersebut berbondong-bondong ke ibu kota Sanaa untuk memperbarui janji mingguannya: Jihad jihad seluruh bangsa siap Wahai Gaza Wahai Palestina seluruh Yaman bersamamu Kami akan datang di tahun ke 10 Ketabahan dan ketekunan perang https://t.co/SseIuV0SIV,Yaman sebelumnya hari ini negara tersebut berbondong-bondong ke ibu kota Sanaa untuk memperbarui janji mingguannya: Jihad jihad seluruh bangsa siap Wahai Gaza Wahai Palestina seluruh Yaman bersamamu Kami akan datang di tahun ke 10 Ketabahan dan ketekunan perang https://t.co/SseIuV0SIV,yaman sebelumnya hari ini negara tersebut berbondong-bondong ke ibu kota sanaa untuk memperbarui janji mingguannya jihad jihad seluruh bangsa siap wahai gaza wahai palestina seluruh yaman bersamamu kami akan datang di tahun ke  ketabahan dan ketekunan perang,yaman sebelumnya hari ini negara tersebut berbondong-bondong ke ibu kota sanaa untuk memperbarui janji mingguannya jihad jihad seluruh bangsa siap wahai gaza wahai palestina seluruh yaman bersamamu kami akan datang di tahun ke  ketabahan dan ketekunan perang,"['yaman', 'sebelumnya', 'hari', 'ini', 'negara', 'tersebut', 'berbondong-bondong', 'ke', 'ibu', 'kota', 'sanaa', 'untuk', 'memperbarui', 'janji', 'mingguannya', 'jihad', 'jihad', 'seluruh', 'bangsa', 'siap', 'wahai', 'gaza', 'wahai', 'palestina', 'seluruh', 'yaman', 'bersamamu', 'kami', 'akan', 'datang', 'di', 'tahun', 'ke', 'ketabahan', 'dan', 'ketekunan', 'perang']","['yaman', 'negara', 'berbondong-bondong', 'kota', 'sanaa', 'memperbarui', 'janji', 'mingguannya', 'jihad', 'jihad', 'bangsa', 'gaza', 'palestina', 'yaman', 'bersamamu', 'ketabahan', 'ketekunan', 'perang']"
114,309,@IKNnusantaraID Pemindahan Ibu Kota Nusantara akan meningkatkan kesempatan kerja di daerah sekitar. #IbuKotaNegara,@IKNnusantaraID Pemindahan Ibu Kota Nusantara akan meningkatkan kesempatan kerja di daerah sekitar. #Ibu Kota Negara,pemindahan ibu kota nusantara akan meningkatkan kesempatan kerja di daerah sekitar ibu kota negara,pemindahan ibu kota nusantara akan meningkatkan kesempatan kerja di daerah sekitar ibu kota negara,"['pemindahan', 'ibu', 'kota', 'nusantara', 'akan', 'meningkatkan', 'kesempatan', 'kerja', 'di', 'daerah', 'sekitar', 'ibu', 'kota', 'negara']","['pemindahan', 'kota', 'nusantara', 'meningkatkan', 'kesempatan', 'kerja', 'daerah', 'kota', 'negara']"
115,86,@meraaahputiiih Potensi wisata Kalimantan Timur akan semakin dikembangkan #IbuKotaNegara,@meraaahputiiih Potensi wisata Kalimantan Timur akan semakin dikembangkan #Ibu Kota Negara,potensi wisata kalimantan timur akan semakin dikembangkan ibu kota negara,potensiwisata kalimantan timur akan semakin dikembangkan ibu kota negara,"['potensiwisata', 'kalimantan', 'timur', 'akan', 'semakin', 'dikembangkan', 'ibu', 'kota', 'negara']","['potensiwisata', 'kalimantan', 'timur', 'dikembangkan', 'kota', 'negara']"
