text,label,text_clean
Ikn 11 12 dgn Esemka...,negative,ikn   dgn esemka
Mudah-mudahan aja tuan tanah gak kenakan tiket masuk klo mau k IKN.,negative,mudah-mudahan aja tuan tanah gak kenakan tiket masuk klo mau  ikn
"pak presiden lagi sibuk ngurus IKN dulu, nanti minyak goreng belakang, karena lebih lejit IKN wkkwkw",negative,pak presiden lagi sibuk ngurus ikn dulu nanti minyak goreng belakang karena lebih lejit ikn wkkwkw
Jgn2 nnt malah IKN yg ditinggalkan pak,negative,jgn nnt malah ikn yg ditinggalkan pak
Proyek IKN berpotensi mangkrak. Capres 2024 jg akan pikir2 dulu yg mau kampanyekan IKN krn justru bisa berpotensi menggerus elektabilitasnya. Jd masuk akal kalo ada wacana penundaan pemilu.,negative,proyek ikn berpotensi mangkrak capres  jg akan pikir dulu yg mau kampanyekan ikn krn justru bisa berpotensi menggerus elektabilitasnya jd masuk akal kalo ada wacana penundaan pemilu
"sikap pemerintah RI sdh dibalas lansgung oleh Rusia, yaitu hengkangnya pengusaha Rusia, dr proyek kereta api IKN",negative,sikap pemerintah ri sdh dibalas lansgung oleh rusia yaitu hengkangnya pengusaha rusia dr proyek kereta api ikn
"masalah bangsa ini paling biadab dan sadis adlh korupsi dilakukan bukan karena lapar tapi krn keserakahan, sepatutnya yg diangkat jadi Ka.IKN adlh orang yg berani menghabisi perbuatan korupsi jika perbuatan korupsi bisa dihilangkan pasti hasil kerja akan mentereng.
@jokowi",negative,masalah bangsa ini paling biadab dan sadis adlh korupsi dilakukan bukan karena lapar tapi krn keserakahan sepatutnya yg diangkat jadi kaikn adlh orang yg berani menghabisi perbuatan korupsi jika perbuatan korupsi bisa dihilangkan pasti hasil kerja akan mentereng
Rakyat butuh migor bukan IKN !!!,negative,rakyat butuh migor bukan ikn
"Kalau saya Presiden, saya akan mengutamakan pengendalian minyak goreng dari pada pelantikan otoritas ikn. Sebab mensejahterakan rakyat umum ada dalam pembukaan uud 1945, sedangkan ikn, belum penting penting amat.",negative,kalau saya presiden saya akan mengutamakan pengendalian minyak goreng dari pada pelantikan otoritas ikn sebab mensejahterakan rakyat umum ada dalam pembukaan uud  sedangkan ikn belum penting penting amat
"Sekarang baru jadi kontraktor. Manusianya di ikn belum ada. Tahun 2024 ganti presiden, dia nggk kepakai.",negative,sekarang baru jadi kontraktor manusianya di ikn belum ada tahun  ganti presiden dia nggk kepakai
"Lupa bong king of ngibul siapa di negri ini? Mulai dr esemka sampai 13000T, dlsb.... Itu IKN dipaksain bngt situasi lg pandemi gini kira2 kenapa ya bong? Sampe ga tuh kesitu pemikirannya?",negative,lupa bong king of ngibul siapa di negri ini mulai dr esemka sampai  dlsb itu ikn dipaksain bngt situasi lg pandemi gini kira kenapa ya bong sampe ga tuh kesitu pemikirannya
Betul g Mgkn dana segitu bsrnya murni bt bangun IKN pasti ada bocornya mengalir ke saku pribadi,negative,betul  mgkn dana segitu bsrnya murni bt bangun ikn pasti ada bocornya mengalir ke saku pribadi
"Apa yg menjadikan darurat ?
Minyak goreng yg mahal ?
IKN yg dipaksakan ?
Masih haus keuntungan ?",negative,apa yg menjadikan darurat minyak goreng yg mahal ikn yg dipaksakan masih haus keuntungan
"Kirain kemarin pada demo, yang diangkat kepala IKN mau pribumi sanah",negative,kirain kemarin pada demo yang diangkat kepala ikn mau pribumi sanah
IKN itu jadi cabang BSD untuk Kalimantan Timur ya?,negative,ikn itu jadi cabang bsd untuk kalimantan timur ya
"Peta masalah IKN nomer 1 yg utama: Hilangnya hutan, binatang endemik kalimantan. nomer 2: bertambahnya polusi akibat rasio bangunan beserta infrastrukturnya yg tidak berimbang dengan area hijau. nomer 3: cara balikin pinjeman atas anggaran ikn. wakanda..wakanda",negative,peta masalah ikn nomer  yg utama hilangnya hutan binatang endemik kalimantan nomer  bertambahnya polusi akibat rasio bangunan beserta infrastrukturnya yg tidak berimbang dengan area hijau nomer  cara balikin pinjeman atas anggaran ikn wakanda wakanda
"Dalam keadaan ekonomi dunia yg masih gonjang, ganjing soal pendemi, perang rusia-ukrainia sebaiknya wacana ikn ditunda dulu, apalagi biaya IKN belum ada, apa udah dapat utangan, kita jg gak tau presiden dan pemerintahan terpilih 2024 setuju ndak dgn IKN, IKN ini banyak celah² KKN",negative,dalam keadaan ekonomi dunia yg masih gonjang ganjing soal pendemi perang rusia-ukrainia sebaiknya wacana ikn ditunda dulu apalagi biaya ikn belum ada apa udah dapat utangan kita jg gak tau presiden dan pemerintahan terpilih  setuju ndak dgn ikn ikn ini banyak celah kkn
"selama IKN masih berupa hutan, gajinya udah jalan terus?",negative,selama ikn masih berupa hutan gajinya udah jalan terus
"Banyak isu yg mau dialihkan, ya bisa jadi kelangkaan migor, bisa juga keterkaitan korupsi anak2 pak lurah itu, atau IKN kan juga bisa",negative,banyak isu yg mau dialihkan ya bisa jadi kelangkaan migor bisa juga keterkaitan korupsi anak pak lurah itu atau ikn kan juga bisa
"Tertarik bukan berarti deal Bet, liatin aja entar gw Recokin juga.
IKN harus Gagal, pasti ingin liat MUKID di gantung sama Cukongnya.",negative,tertarik bukan berarti deal bet liatin aja entar gw recokin juga ikn harus gagal pasti ingin liat mukid di gantung sama cukongnya
"Ngurus minyak goreng saja gagal, balaga ikn ikn",negative,ngurus minyak goreng saja gagal balaga ikn ikn
"Negeri udah sangat² jelas dijajah gini kok, msh ada aja yg ngebela.. Knp harus keturunan yg jd kepala IKN? Knp bukan pribumi?",negative,negeri udah sangat jelas dijajah gini kok msh ada aja yg ngebela knp harus keturunan yg jd kepala ikn knp bukan pribumi
Rakyat butuh kesejahteraan kesehatan dan pendidikan bukan IKN,negative,rakyat butuh kesejahteraan kesehatan dan pendidikan bukan ikn
Bangun IKN ngotot ngutang... anggaran pemilu dikorbankan... Ada apakah? Rakus kekuasaan kah?,negative,bangun ikn ngotot ngutang anggaran pemilu dikorbankan ada apakah rakus kekuasaan kah
"Yang sdh pasti tunda IKN bkn PEMILU,krn ikan gak begitu urgent buat bangsa ini, seperti projek kereta api cepat,tdk ada urgensinya buat rakyat Indonesia,yg ada hny menumpuk HUTANG sm Cina,tunda IKN lanjut kan pemilu sesuai konstitusi",negative,yang sdh pasti tunda ikn bkn pemilu krn ikan gak begitu urgent buat bangsa ini seperti projek kereta api cepat tdk ada urgensinya buat rakyat indonesia yg ada hny menumpuk hutang sm cina tunda ikn lanjut kan pemilu sesuai konstitusi
aneh .kepala ikn jabat 5 thn dn ditunjuk oleh jokowi...wkwkwkwkwkw...jokowi bukan siapa siapa 2 thn lagi selain calonpidan,negative,aneh kepala ikn jabat  thn dn ditunjuk oleh jokowi wkwkwkwkwkw jokowi bukan siapa siapa  thn lagi selain calonpidan
"Rakyat sedang kesulitan akibat kebutuhan pangan yg tidak menentu, minyak goreng hilang, BBM subsidi mau naik lagi, gas naik lagi, koq tega²nya presiden hanya peduli pada proyek IKN yg telah menyengsarakan rakyat itu.",negative,rakyat sedang kesulitan akibat kebutuhan pangan yg tidak menentu minyak goreng hilang bbm subsidi mau naik lagi gas naik lagi koq teganya presiden hanya peduli pada proyek ikn yg telah menyengsarakan rakyat itu
"Anies ,,, pasti salah ! Minyak goreng ,, tuch ,, kritisi ,,, ! Sonbong2 madilakia ,, ikn ,, g20 ,, urus minyak goreng aj payah",negative,anies pasti salah minyak goreng tuch kritisi sonbong madilakia ikn  urus minyak goreng aj payah
"BIN urus vaksin.
BIN urus IKN.

#bacakompas rutin muncul kolom di hlmn depan. Kirain cuma semusim. Ternyata sudah bbrp musim.",negative,bin urus vaksin bin urus ikn bacakompas rutin muncul kolom di hlmn depan kirain cuma semusim ternyata sudah bbrp musim
"Kondisi begini terasa memaksakan diri membangun IKN yg anggarannya ratusan T. Apa tdk lbh baik fokus dlu penyelamatan ekonomj rakyat? Migor, telor, BBM, kedelaj, gula dll naik semua harganya",negative,kondisi begini terasa memaksakan diri membangun ikn yg anggarannya ratusan  apa tdk lbh baik fokus dlu penyelamatan ekonomj rakyat migor telor bbm kedelaj gula dll naik semua harganya
"Aneh, kata IKN di artikan Ibukota nusantara, (bukan harusnya ibukota negara).",negative,aneh kata ikn di artikan ibukota nusantara bukan harusnya ibukota negara
Hahahaha biar saja. Lha wong IKN nya aja gak ada. Itu kan Ibukota Halu saja...,negative,hahahaha biar saja lha wong ikn nya aja gak ada itu kan ibukota halu saja
Engga mungkin lah membebani uang nenek moyang lu pea.  IKN perlu  dana. APBN lah. Mosok duit Pengusaha pea lu didu.,negative,engga mungkin lah membebani uang nenek moyang lu pea ikn perlu dana apbn lah mosok duit pengusaha pea lu didu
2024 ganti rezim ikn dibatalkan,negative,ganti rezim ikn dibatalkan
"IKN aja surh kerja cepat, tu mendag mu surh kerja cepat selesaikan masalah migor, migor hal sepele tp dibutuhkan bnyk org aja gk becus kalian urus kok bisa2nya malah urus IKN",negative,ikn aja surh kerja cepat tu mendag mu surh kerja cepat selesaikan masalah migor migor hal sepele tp dibutuhkan bnyk org aja gk becus kalian urus kok bisanya malah urus ikn
"Luar Binasa....teruskan IKN...meskipun rakyat menderita...akibat pandemi,kelangkaan Minyak Goreng,Naiknya Sembako...itu Semua tiada berarti..yang penting...Project Megasuar..IKN..bisa eksis...",negative,luar binasa teruskan ikn meskipun rakyat menderita akibat pandemi kelangkaan minyak goreng naiknya sembako itu semua tiada berarti yang penting project megasuar ikn bisa eksis
"Radikal itu kalau hadiahkan #Ikn bagi segelintir okigarki untuk ekspansi kapital mereka. Radikal itu  kalau minyak goreng hilang dr pasar, dan antrian mengular seeprti tahun 1960an. Radikal itu kalau koruptor dikasih obral diskon hukuman penjara",negative,radikal itu kalau hadiahkan ikn bagi segelintir okigarki untuk ekspansi kapital mereka radikal itu kalau minyak goreng hilang dr pasar dan antrian mengular seeprti tahun an radikal itu kalau koruptor dikasih obral diskon hukuman penjara
"gk jelas mana yg hrs diutamakan.
Rakyat sampai dibuat sulit dg mendag yg gagal, sepertinya tak membuat bergeming dari keinginan sendiri. Radikal radikul menambah gaduh dikalangan rakyat, Menag buat gaduh, diam? 3 Periode buat gaduh, usul penundaan = demokrasi ?.
Sibuk IKN?",negative,gk jelas mana yg hrs diutamakan rakyat sampai dibuat sulit dg mendag yg gagal sepertinya tak membuat bergeming dari keinginan sendiri radikal radikul menambah gaduh dikalangan rakyat menag buat gaduh diam  periode buat gaduh usul penundaan demokrasi sibuk ikn
siap gak siap musti pindah IKN. moga masih lama banget dah,negative,siap gak siap musti pindah ikn moga masih lama banget dah
IKN itu unfaedah,negative,ikn itu unfaedah
Apakah IkN lebih penting daripada menyelesaikan persoalan emak-emak yang antri demi 2 liter minyak goreng?,negative,apakah ikn lebih penting daripada menyelesaikan persoalan emak-emak yang antri demi  liter minyak goreng
Nah itu.. tp syg inpony sinar mas dapet job nih buat bangun ikn,negative,nah itu tp syg inpony sinar mas dapet job nih buat bangun ikn
"Baru bengkak segitu, itu proyek IKN disindir jg dong bosss biar adil... bengkak nya brp kali lipat tuh dr proyek formula E.",negative,baru bengkak segitu itu proyek ikn disindir jg dong bosss biar adil bengkak nya brp kali lipat tuh dr proyek formula 
Insya Allah rezim berganti nih IKN dicabut.,negative,insya allah rezim berganti nih ikn dicabut
"Betapa Dukungan kuat MASYARAKAT kalimantan tentang pembentukan IKN 
Terlalu meremejkan kualias orang2 kalimantan
Bukan salah siapa siapa 

Tapi Salah masyarakat kalimantan

Terlalu berhati lunak dan mengistimewakan tamu nya",negative,betapa dukungan kuat masyarakat kalimantan tentang pembentukan ikn terlalu meremejkan kualias orang kalimantan bukan salah siapa siapa tapi salah masyarakat kalimantan terlalu berhati lunak dan mengistimewakan tamu nya
"Saya kira pindah ibukota, presiden jg pindah. Tp pindah kan ya kl ud jadi kotanya? Knp ikn bukan presiden aja ketuany. Pengen banget cuci tangan.",negative,saya kira pindah ibukota presiden jg pindah tp pindah kan ya kl ud jadi kotanya knp ikn bukan presiden aja ketuany pengen banget cuci tangan
Kirain dari warga kalimantan ketua OTORITA IKN nya,negative,kirain dari warga kalimantan ketua otorita ikn nya
"Kalau punya duit utk bangun IKN ngapain sampai bingung cari hutangan ke Arab Saudi ?
Kalimat di atas sdh jelas yg sedang bokek itu negara. Kalau duit Jokowi pribadi ya tdk mungkin utk bangun IKN.",negative,kalau punya duit utk bangun ikn ngapain sampai bingung cari hutangan ke arab saudi kalimat di atas sdh jelas yg sedang bokek itu negara kalau duit jokowi pribadi ya tdk mungkin utk bangun ikn
"Pak 
@jokowi
 kalau mau berkemah ke IKN jangan lupa bawa minyak goreng",negative,pak kalau mau berkemah ke ikn jangan lupa bawa minyak goreng
"Bombastis... EGOIS... 
... Antara ... Teori &  Praktek.. 
Ngotot isme..

Pembangunan IKN. 
.. Kepentingan Oligarki & King Kong.. 
Lebih Dominan daripda...Kepentingan Rakyat Indonesia. 
Ujung-ujungnya... Masyarakat lokal Tersingkir. 

Jadi Penonton & Kuli diTanah Air nya Sendiri.",negative,bombastis egois antara teori praktek ngotot isme pembangunan ikn kepentingan oligarki king kong lebih dominan daripda kepentingan rakyat indonesia ujung-ujungnya masyarakat lokal tersingkir jadi penonton kuli ditanah air nya sendiri
"Kesusahan macam apa lagi yg kau inginkan. Sibuk dgn proyek mercusuar, ikn rakyat bisa mati terinjak",negative,kesusahan macam apa lagi yg kau inginkan sibuk dgn proyek mercusuar ikn rakyat bisa mati terinjak
"Rakyat disibukan dengan antrian migor..
Eh udah sah aja IKN ada Kepala dan Wakil Kepala..
Kenapa ga ditetapkan ditengah malam sih Pak seperti Bapak menang di periode kedua",negative,rakyat disibukan dengan antrian migor eh udah sah aja ikn ada kepala dan wakil kepala kenapa ga ditetapkan ditengah malam sih pak seperti bapak menang di periode kedua
"komen diluar konteks itu IKN pondasi aj blm koq ketua udh dilantik? kaya mw pindah besok aj, pdhal buat bangunya aj msih nyari utangan, ketua udh dilantik lngsung dpt fasilitas setara gubernur untuk ibukota yg blm ada bangunanya, pemborosan dn konyol, kpn warasnya?",negative,komen diluar konteks itu ikn pondasi aj blm koq ketua udh dilantik kaya mw pindah besok aj pdhal buat bangunya aj msih nyari utangan ketua udh dilantik lngsung dpt fasilitas setara gubernur untuk ibukota yg blm ada bangunanya pemborosan dn konyol kpn warasnya
"Tenang pemirsah minggu depan migor udh lancar lagi karna salah satu bosnya udh deal jd pejabat di IKN
Crazy Rich segera beli properti disana ya",negative,tenang pemirsah minggu depan migor udh lancar lagi karna salah satu bosnya udh deal jd pejabat di ikn crazy rich segera beli properti disana ya
"Banyak yang kayak cacing kepanasan gara-gara IKN mau pindah...

Pada pusing mesti reset strategi politik busuk lagi dari nol.",negative,banyak yang kayak cacing kepanasan gara-gara ikn mau pindah pada pusing mesti reset strategi politik busuk lagi dari nol
Apa alasan utamanya?..IKN?.jgn dijadikan IKN sbagai salah satu masuk akalnya untuk mnunda pemilu!!..kok enak banget..sharusnya duit pemilu hrs dicairkan dl biar ngak ada lagi narasi mnunda pemilu/mmperpanjang 3 periode!!..dasar,negative,apa alasan utamanya ikn jgn dijadikan ikn sbagai salah satu masuk akalnya untuk mnunda pemilu kok enak banget sharusnya duit pemilu hrs dicairkan dl biar ngak ada lagi narasi mnunda pemilummperpanjang  periode dasar
"Tuuhkan..., Sibuk ngurusin ikn",negative,tuuhkan sibuk ngurusin ikn
"Kota Penyangga IKN, Bpp lg susah2nya cari Minyak goreng n gas langka pak.., ,untuk berpijak ke masa depan kita hrs lihat dulu kondisi saat ini spt apa..,",negative,kota penyangga ikn bpp lg susahnya cari minyak goreng  gas langka pak untuk berpijak ke masa depan kita hrs lihat dulu kondisi saat ini spt apa
IKN ga penting bngt maksa bngt padukaku bnr2 serakah.,negative,ikn ga penting bngt maksa bngt padukaku bnr serakah
"Gue blm revisi. Habis tw 1 baru boleh. Wqqq. Btw mbak, aku gak masuk kloter pertama pindah ke IKN. Kecewa banget",negative,gue blm revisi habis tw  baru boleh wqqq btw mbak aku gak masuk kloter pertama pindah ke ikn kecewa banget
"Disana mau bangun IKN atau mau Investasi ?
Nasib Nasabah Jiwasraya yg sdh berinvestasi mohon diselesaikan dan uangnya dikembalikan sesuai perjanjian.",negative,disana mau bangun ikn atau mau investasi nasib nasabah jiwasraya yg sdh berinvestasi mohon diselesaikan dan uangnya dikembalikan sesuai perjanjian
Ada apa dgn IKN cb dipikirkan lg...knp hrs dimasa sulit pingin pindah...bknnya dana yg ada utk kembalikan masyarakat yg terpuruk...msh banyak daerah yg tertinggal butuh sekolah dan RS. Pd saat sdh settle mau pindah kemana jg oke2 aja...knp hanya ke kaltim ke mars dong..,negative,ada apa dgn ikn cb dipikirkan lg knp hrs dimasa sulit pingin pindah bknnya dana yg ada utk kembalikan masyarakat yg terpuruk msh banyak daerah yg tertinggal butuh sekolah dan rs pd saat sdh settle mau pindah kemana jg oke aja knp hanya ke kaltim ke mars dong
"Mengorbankan nyawa rakyat biar gaduh. Des, kasus wadas, minyak goreng n IKN tertutup.",negative,mengorbankan nyawa rakyat biar gaduh des kasus wadas minyak goreng  ikn tertutup
Semua masalah yg sdg dihadapi negeri ini akan selesai dengan berkemah di IKN dan muter² sirkuit Mandalika...,negative,semua masalah yg sdg dihadapi negeri ini akan selesai dengan berkemah di ikn dan muter sirkuit mandalika
Ijinkan rakyat menggugat UU IKN.,negative,ijinkan rakyat menggugat uu ikn
"Kepala otorita IKN dilantik, bagus bagus... 
Besok #ngantornya kemah ya  ?",negative,kepala otorita ikn dilantik bagus bagus besok ngantornya kemah ya
"Ditindak dong 
@KPK_RI
, kalo bisa batalkan tuh IKN karena programnya ga jelas sejak awal",negative,ditindak dong kalo bisa batalkan tuh ikn karena programnya ga jelas sejak awal
"Pecinta ahok berharap banget jokowi akan merepotkan ahok sebagai kepala otoritas di IKN.
Namun kandas harapan para ahoker, jokowi memilih orang lain.

Tapi kenapa para ahoker pada gak keluar ya protes ke jokowi, krn jatah ahok gak dikasih sama jokowi",negative,pecinta ahok berharap banget jokowi akan merepotkan ahok sebagai kepala otoritas di ikn namun kandas harapan para ahoker jokowi memilih orang lain tapi kenapa para ahoker pada gak keluar ya protes ke jokowi krn jatah ahok gak dikasih sama jokowi
IKN sama Sinarmas? Wkwkwk ga sia sia menjalin hubungan dengan mas gibran dari jauh hari. Minyak goreng stabil juga nih,negative,ikn sama sinarmas wkwkwk ga sia sia menjalin hubungan dengan mas gibran dari jauh hari minyak goreng stabil juga nih
"Dgn logika sederhana IKN ini berat bro

IKN butuh biaya super raksasa, tidak mungkin hanya mengandalkan APBN

Padahal thn 2024 itu yg siap di IKN baru kantor Presiden-Wapres (gedung² kementerian dll belum)

Bila 2024 pak Jkw berhenti, kemungkinan berlanjutnya IKN bakal berat",negative,dgn logika sederhana ikn ini berat bro ikn butuh biaya super raksasa tidak mungkin hanya mengandalkan apbn padahal thn  itu yg siap di ikn baru kantor presiden-wapres gedung kementerian dll belum bila  pak jkw berhenti kemungkinan berlanjutnya ikn bakal berat
IKN pum dikasihkan ke taipan non-pri Sinar Mas Group. Kapan kita berkembang. Padahal ini rezim PDIP yang seluruh gagasannya tentang kemandirian Marhaen.,negative,ikn pum dikasihkan ke taipan non-pri sinar mas group kapan kita berkembang padahal ini rezim pdip yang seluruh gagasannya tentang kemandirian marhaen
Menolak IKN gimana hasilnya,negative,menolak ikn gimana hasilnya
"Iya. Ingat dulu waktu rakyat disejahterakan kayu gelondongan dan batubara. Tidak ada yg memikirkan dampaknya ke lingkungan saat ini.
Sepertinya sejarah akan berulang. ""Kesejahteraan"" akan kembali. Lewat IKN.",negative,iya ingat dulu waktu rakyat disejahterakan kayu gelondongan dan batubara tidak ada yg memikirkan dampaknya ke lingkungan saat ini sepertinya sejarah akan berulang kesejahteraan akan kembali lewat ikn
"Kan bisnis IKN udah deal, lancar lagi lah pasokan migor hahaha",negative,kan bisnis ikn udah deal lancar lagi lah pasokan migor hahaha
Jualannya kavling IKN,negative,jualannya kavling ikn
"Membangun IKN belum prioritas di Indonesia, lihatlah mengatur BBM saja blm bisa satu harga di seluruh NKRI, distribusi minyak goreng sedikit dipermainkan oligarki sj pemerintah tdk mampu mengatasi.",negative,membangun ikn belum prioritas di indonesia lihatlah mengatur bbm saja blm bisa satu harga di seluruh nkri distribusi minyak goreng sedikit dipermainkan oligarki sj pemerintah tdk mampu mengatasi
Sinarmas megang kendali di IKN.. Makin jelas kan..,negative,sinarmas megang kendali di ikn makin jelas kan
"Kalau alasan anggaran
Kok ya IKN nekad
Padahal juga ngga ada duit",negative,kalau alasan anggaran kok ya ikn nekad padahal juga ngga ada duit
Mengamankan proyek IKN oligarki dgn ngotot 3 periode,negative,mengamankan proyek ikn oligarki dgn ngotot  periode
Terlambat .3 bulan saya jajaki.petung.penajam.spaku smoi.itci donghoa.tanah di sana hampir semua di kuasai para cukung.sarang walet atas nama masyarakat yg punya para cina.jangan jangan IKN nanti penghuni nya para cina.,negative,terlambat  bulan saya jajakipetungpenajamspaku smoiitci donghoatanah di sana hampir semua di kuasai para cukungsarang walet atas nama masyarakat yg punya para cinajangan jangan ikn nanti penghuni nya para cina
Ikn lebih penting di banding minyak goreng pak seperti nya,negative,ikn lebih penting di banding minyak goreng pak seperti nya
Kepala otorita IKN memperjelas semuanya....,negative,kepala otorita ikn memperjelas semuanya
"#JokowiHarusDiturunkan 
#JokowiHarusDiturunkan

Yg harus di tunda IKN
PEMILU Dipercepat",negative,jokowi harus diturunkan jokowi harus diturunkan yg harus di tunda ikn pemilu dipercepat
Kavlingnya juga ribuan hektar... siapa lagi kalau bukan yg ngotot pingin IKN cepat cepat terwujud...haddeeeuuuhhh..borokokok siah!!!,negative,kavlingnya juga ribuan hektar siapa lagi kalau bukan yg ngotot pingin ikn cepat cepat terwujud haddeeeuuuhhh borokokok siah
"Mungkin bbrp hari ke depan minyak goreng ng akan langka lagi, semua kembali normal setelah salah satu bos nya jd wakil otorita IKN",negative,mungkin bbrp hari ke depan minyak goreng ng akan langka lagi semua kembali normal setelah salah satu bos nya jd wakil otorita ikn
Yang perlu ditunda pembangunan IKN,negative,yang perlu ditunda pembangunan ikn
"Emang IKN udah ada apa? Udah sejauh apa prosesnya? Kok udah dilantik aja pak Bambang Susantono? 

Segala sesuatu yg prosesnya cepat dan terkesan dipaksakan selalu menimbulkan tanda tanya...",negative,emang ikn udah ada apa udah sejauh apa prosesnya kok udah dilantik aja pak bambang susantono segala sesuatu yg prosesnya cepat dan terkesan dipaksakan selalu menimbulkan tanda tanya
"Sembako naik,migor langka,yg dibahas IKN.",negative,sembako naik migor langka yg dibahas ikn
"Keren banget org2 dr sinarmas grup, yg pertama jadi dubes di Korea, lalu sekarang wakil ketua otorita IKN...Penghasil sawit juga ya sinar mas itu ?...Apa ada kaitan dg anaknya pak Lurah ?",negative,keren banget org dr sinarmas grup yg pertama jadi dubes di korea lalu sekarang wakil ketua otorita ikn penghasil sawit juga ya sinar mas itu apa ada kaitan dg anaknya pak lurah
Tunda pembangunan IKN tidak ada urgensinya.,negative,tunda pembangunan ikn tidak ada urgensinya
"IKN 
Rakyat tak butuhkan itu 
Rakyat Butuh Ganti 
Pemimpin 

#JokowiHarusDiturunkan 
#JokowiHarusDiturunkan",negative,ikn rakyat tak butuhkan itu rakyat butuh ganti pemimpin jokowi harus diturunkan jokowi harus diturunkan
Nah lo Jokowi mau puasa ini semua harga pada merangkak naik. Anda mikirin ikn doang. Blasss gua gak respec sama anda!!!!!!,negative,nah lo jokowi mau puasa ini semua harga pada merangkak naik anda mikirin ikn doang blasss gua gak respec sama anda
"Tanda ekonomi meroket?
Urus minyak goreng aja ga bisa. Mau pindah IKN.",negative,tanda ekonomi meroket urus minyak goreng aja ga bisa mau pindah ikn
"Kondisi negara sudah kacau balau begini,kok malah bahas kepemimpinan ikn?
Gak tertarik apa bahas kepemimpinan negara,misalnya pemakzulkan presiden gitu?
Apa mungkin cari aman?",negative,kondisi negara sudah kacau balau begini kok malah bahas kepemimpinan ikn gak tertarik apa bahas kepemimpinan negara misalnya pemakzulkan presiden gitu apa mungkin cari aman
"tapi lahan sawit teruss di perluas. 
sehingga hutan terus di gerus. 
tapi kok hasil nya seperti ini. ?
para pengusaha sawit memang benar benar mementingkan dirinya sendiri. 
terus kemana peranan pemerintah nya. ?
sibuk IKN sibuk 2024 atau sibuk 3 priode. ??",negative,tapi lahan sawit teruss di perluas sehingga hutan terus di gerus tapi kok hasil nya seperti ini para pengusaha sawit memang benar benar mementingkan dirinya sendiri terus kemana peranan pemerintah nya sibuk ikn sibuk  atau sibuk  priode
IKN harus ditunda karena tidak penting,negative,ikn harus ditunda karena tidak penting
"Sibuk perpanjangan waktu?
Sibuk IKN? saya rakyat kecil mohon pencerahan, saya jangan dijadikan susah karena sudah susah",negative,sibuk perpanjangan waktu sibuk ikn saya rakyat kecil mohon pencerahan saya jangan dijadikan susah karena sudah susah
"Inilah Canggihnya Negara +62..Sang Presiden..lebih getol mengurus IKN..dibanding masalah2 lain yang lebih urgent di Negara +62 seperti KKB/OPM di Papua,Langkanya Minyak Goreng,dsb..",negative,inilah canggihnya negara  sang presiden lebih getol mengurus ikn dibanding masalah lain yang lebih urgent di negara  seperti kkbopm di papua langkanya minyak goreng dsb
"Siapkan kuota, buka mata, mari saksikan bersama. Kelucuan di Ruwetnesia.

Hari ini ada live pelantikan Kepala Otorita IKN BS beserta wakilnya DR.

super kilat, bikin UU cepat, tunjuk Kepala Cepat. Lalu buat siapa IKN ini? 

Giliran urusan migor berbulan2 gk kelar2. 

Bedebah...!",negative,siapkan kuota buka mata mari saksikan bersama kelucuan di ruwetnesia hari ini ada live pelantikan kepala otorita ikn bs beserta wakilnya dr super kilat bikin uu cepat tunjuk kepala cepat lalu buat siapa ikn ini giliran urusan migor berbulan gk kelar bedebah
"Pemilu dipercepat , IkN ditunda",negative,pemilu dipercepat ikn ditunda
lebih baik hentikan dulu ikn...banyak masalah menyangkut hajat hidup rakyat,negative,lebih baik hentikan dulu ikn banyak masalah menyangkut hajat hidup rakyat
Maksain banget bngn ikn.,negative,maksain banget bngn ikn
"coba jelaskan.... IKN bukankah proyek non revenue, trus kok mau ditawarkan ke Investor, trus bayarkan bagaimana..??  tuan rumah bayar kos kosan tiap bualn ke investor yaa",negative,coba jelaskan ikn bukankah proyek non revenue trus kok mau ditawarkan ke investor trus bayarkan bagaimana tuan rumah bayar kos kosan tiap bualn ke investor yaa
"PEMILU dipercepat..
IKN dibatalkan…",negative,pemilu dipercepat ikn dibatalkan
"Sejatinya yang harus di tunda itu IKN karena tidak ada urgensinya untuk rakyat Indonesia, buang buang uang aja bahkan IKN kan tidak ada dalam konstitusi Negara Republik Indonesia, iya kan...
Nah, kalo pemilu itu memang ada dalam konstitusi Negara Republik Indonesia.",negative,sejatinya yang harus di tunda itu ikn karena tidak ada urgensinya untuk rakyat indonesia buang buang uang aja bahkan ikn kan tidak ada dalam konstitusi negara republik indonesia iya kan nah kalo pemilu itu memang ada dalam konstitusi negara republik indonesia
Batalkan IKN!!!,negative,batalkan ikn
Yang beginian KPK harus usut dan tangkap manusianya..IKN kok dijadikan lahan bisnis dan perkaya diri sendiri dan kelompoknya,negative,yang beginian kpk harus usut dan tangkap manusianya ikn kok dijadikan lahan bisnis dan perkaya diri sendiri dan kelompoknya
"Lebih penting IKN, daripada minyak goreng langka",negative,lebih penting ikn daripada minyak goreng langka
Semua bisa diatasi dengan berkemah di IKN.,negative,semua bisa diatasi dengan berkemah di ikn
IKN ga ada manfaatnya,negative,ikn ga ada manfaatnya
IKN ini sebagai balas jasa para land lord bukan isapan jempol lagi ya,negative,ikn ini sebagai balas jasa para land lord bukan isapan jempol lagi ya
"Ikn baru tpi minyak langka, ga habis pikir",negative,ikn baru tpi minyak langka ga habis pikir
